COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C072;Orduña;934;3;4;5;1;0;0;0;0;0;0;1;2;16
C0B4;Orozko;200;0;2;0;1;0;0;0;0;0;0;0;3;6
C054;Otxandio;556;9;7;5;4;2;0;0;0;0;3;4;10;44
C042;Punta Galea;61;0;0;0;0;0;0;0;0;0;0;0;0;0
C0B9;Sangroniz;10;0;2;0;0;0;0;0;0;0;0;0;3;5
C0C3;Sodupe;56;2;2;0;1;0;0;0;0;0;0;0;2;7
C066;Untzueta;764;2;6;4;0;0;0;0;0;0;0;0;1;13
C022;Urkiola;709;3;5;8;5;0;0;0;0;0;0;4;6;31
C0B3;Urkizu;75;2;3;1;1;0;0;0;0;0;0;0;3;10
C037;Venta Alta;162;0;2;0;0;0;0;0;0;0;0;0;2;4
C0E5;Agauntza;180;1;3;0;0;0;0;0;0;0;0;0;4;8
C0DB;Aitzu;312;5;8;4;1;0;0;0;0;0;0;1;5;24
C0D3;Aixola;320;0;2;1;0;0;0;0;0;0;0;0;1;4
C0DD;Aizarnazabal;25;0;1;0;0;0;0;0;0;0;0;0;0;1
C0E9;Alegia;90;0;2;0;0;0;0;0;0;0;0;0;2;4
C078;Altzola;17;0;1;0;0;0;0;0;0;0;0;0;2;3
C052;Ameraun;285;0;2;1;0;0;0;0;0;0;0;0;4;7
C0E1;Amundarain;111;3;4;1;0;0;0;0;0;0;0;1;8;17
C077;Andoain;52;0;1;0;0;0;0;0;0;0;0;0;2;3
C080;Añarbe;184;0;4;1;0;0;0;0;0;0;0;0;6;11
C0E8;Araxes;141;1;3;0;0;0;0;0;0;0;0;0;3;7
C023;Arrasate;318;4;7;2;1;0;0;0;0;0;0;2;5;21
C084;Behobia;5;0;1;0;0;0;0;0;0;0;0;0;1;2
C0EA;Belauntza;105;0;2;0;0;0;0;0;0;0;0;0;2;4
C026;Berastegi;379;3;5;4;1;0;0;0;0;0;0;1;7;21
C058;Bidania;592;1;7;4;0;0;0;0;0;0;0;1;1;14
C0F0;Ereñozu;25;0;1;0;0;0;0;0;0;0;0;0;2;3
C0E7;Estanda;195;1;3;1;0;0;0;0;0;0;0;0;3;8
C018;Higer;43;0;0;0;0;0;0;0;0;0;0;0;0;0
C0DC;Ibai Eder;90;0;1;0;0;0;0;0;0;0;0;0;2;3
C071;Jaizkibel;545;0;1;0;0;0;0;0;0;0;0;0;0;1
C0EC;Lasarte;18;0;1;0;0;0;0;0;0;0;0;0;1;2
C0DE;Matxinbenta;250;0;0;0;0;0;0;0;0;0;0;0;0;0
C017;Miramon;113;0;1;0;0;0;0;0;0;0;0;0;0;1
C0F4;Oiartzun;53;0;1;0;0;0;0;0;0;0;0;0;1;2
C0D1;Oñati;195;1;3;1;1;0;0;0;0;0;0;0;3;9
C043;Ordizia;243;0;1;0;0;0;0;0;0;0;0;0;2;3
C0D2;San Prudentzio;175;0;3;0;0;0;0;0;0;0;0;0;2;5
C007;Santa Clara;48;0;0;0;0;0;0;0;0;0;0;0;0;0
C0D0;Urkulu;340;2;2;1;0;0;0;0;0;0;0;0;4;9
C064;Zarautz;80;0;0;0;0;0;0;0;0;0;0;0;0;0
C028;Zegama;520;0;2;0;0;0;0;0;0;0;0;0;0;2
C029;Zizurkil;149;0;1;0;0;0;0;0;0;0;0;0;0;1
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;;;DÍAS DE HELADA;;;;;;;;;
