COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C045;La Garbea;717;6;0;1;0;0;0;0;0;0;0;0;1;8
C0B7;Mañaria;168;17;1;0;1;0;0;0;0;0;0;2;3;24
C019;Matxitxako;433;4;0;0;0;0;0;0;0;0;0;0;0;4
C057;Mungia;22;13;0;0;0;0;0;0;0;0;0;0;2;15
C063;Muxika;16;16;0;0;0;0;0;0;0;0;0;5;4;25
C046;Oiz;980;12;1;3;2;0;0;0;0;0;0;2;6;26
C0BA;Oleta;14;9;0;0;0;0;0;0;0;0;0;0;0;9
C059;Ordunte;300;16;2;2;1;0;0;0;0;0;0;2;4;27
C072;Orduña;934;14;4;5;2;0;0;0;0;0;0;2;10;37
C0B4;Orozko;200;14;0;0;0;0;0;0;0;0;0;1;1;16
C054;Otxandio;556;21;7;3;5;1;0;0;0;0;2;11;13;63
C042;Punta Galea;61;2;0;0;0;0;0;0;0;0;0;0;0;2
C0B9;Sangroniz;10;15;0;1;0;0;0;0;0;0;0;1;2;19
C0C3;Sodupe;56;15;0;1;0;0;0;0;0;0;0;1;1;18
C066;Untzueta;764;11;0;1;0;0;0;0;0;0;0;1;4;17
C022;Urkiola;709;21;3;6;3;1;0;0;0;0;0;6;8;48
C0B3;Urkizu;75;15;1;2;0;0;0;0;0;0;0;5;3;26
C037;Venta Alta;162;12;0;0;0;0;0;0;0;0;0;0;1;13
C0E5;Agauntza;180;17;0;0;0;0;0;0;0;0;0;4;5;26
C0DB;Aitzu;312;19;2;1;2;0;0;0;0;0;0;6;7;37
C0D3;Aixola;320;18;0;0;1;0;0;0;0;0;0;1;6;26
C0DD;Aizarnazabal;25;16;0;0;0;0;0;0;0;0;0;0;4;20
C0E9;Alegia;90;16;1;0;0;0;0;0;0;0;0;0;1;18
C078;Altzola;17;15;0;0;0;0;0;0;0;0;0;0;0;15
C052;Ameraun;285;17;0;0;1;0;0;0;0;0;0;2;4;24
C0E1;Amundarain;111;19;0;0;2;0;0;0;0;0;0;3;5;29
C077;Andoain;52;18;0;0;0;0;0;0;0;0;0;1;3;22
C080;Añarbe;184;18;1;0;1;0;0;0;0;0;0;4;5;29
C0E8;Araxes;141;17;0;0;0;0;0;0;0;0;0;1;4;22
C023;Arrasate;318;17;0;1;2;0;0;0;0;0;0;4;6;30
C084;Behobia;5;14;0;0;0;0;0;0;0;0;0;0;2;16
C0EA;Belauntza;105;15;0;0;0;0;0;0;0;0;0;1;2;18
C026;Berastegi;379;19;6;3;5;1;0;0;0;0;0;9;10;53
C058;Bidania;592;16;2;0;0;0;0;0;0;0;0;2;4;24
C0F0;Ereñozu;25;16;0;0;0;0;0;0;0;0;0;0;1;17
C0F1;Eskas;650;;;;;;;;;;0;1;3;
C0E7;Estanda;195;17;0;0;0;0;0;0;0;0;0;0;3;20
C018;Higer;43;4;0;0;0;0;0;0;0;0;0;0;0;4
C0DC;Ibai Eder;90;16;0;0;0;0;0;0;0;0;0;0;1;17
C071;Jaizkibel;545;7;0;0;0;0;0;0;0;0;0;0;3;10
C0EC;Lasarte;18;13;0;0;0;0;0;0;0;0;0;0;2;15
C0DE;Matxinbenta;250;11;0;0;0;0;0;0;0;0;0;5;5;21
C017;Miramon;113;10;0;0;0;0;0;0;0;0;0;0;1;11
C0F4;Oiartzun;53;18;0;0;0;0;0;0;0;0;0;0;3;21
C0D1;Oñati;195;16;0;1;2;0;0;0;0;0;0;1;3;23
C043;Ordizia;243;16;0;0;0;0;0;0;0;0;0;0;5;21
C0D2;San Prudentzio;175;16;0;0;0;0;0;0;0;0;0;0;3;19
C007;Santa Clara;48;8;0;0;0;0;0;0;0;0;0;0;0;8
C0D0;Urkulu;340;16;0;0;1;0;0;0;0;0;0;3;3;23
C064;Zarautz;80;4;0;0;0;0;0;0;0;0;0;0;0;4
C028;Zegama;520;12;0;0;0;0;0;0;0;0;0;0;4;16
C029;Zizurkil;149;13;0;0;0;0;0;0;0;0;0;1;1;15
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;;;DÍAS DE HELADA;;;;;;;;;
