COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C019;Matxitxako;433;0;4;0;0;0;0;0;0;0;0;0;0;4
C057;Mungia;22;0;6;0;0;0;0;0;0;0;0;0;0;6
C063;Muxika;16;2;8;2;0;0;0;0;0;0;0;0;3;15
C046;Oiz;980;;21;15;1;0;0;0;0;0;3;1;0;
C0BA;Oleta;14;0;4;0;0;0;0;0;0;0;0;0;0;4
C059;Ordunte;300;2;12;1;0;0;0;0;0;0;0;0;2;17
C072;Orduña;934;9;20;12;1;0;0;0;0;0;4;1;2;49
C0B4;Orozko;200;0;8;0;0;0;0;0;0;0;0;0;1;9
C054;Otxandio;556;12;14;7;1;0;0;0;0;0;1;2;10;47
C042;Punta Galea;61;0;2;0;0;0;0;0;0;0;0;0;0;2
C0B9;Sangroniz;10;1;9;0;0;0;0;0;0;0;0;0;1;11
C0C3;Sodupe;56;0;6;0;0;0;0;0;0;0;0;0;1;7
C066;Untzueta;764;1;17;3;0;0;0;0;0;0;0;0;0;21
C022;Urkiola;709;13;19;10;1;0;0;0;0;0;3;1;3;50
C0B3;Urkizu;75;1;8;1;0;0;0;0;0;0;0;0;1;11
C037;Venta Alta;162;0;9;0;0;0;0;0;0;0;0;;;
C0E5;Agauntza;180;2;9;2;0;0;0;0;0;0;0;0;1;14
C0DB;Aitzu;312;6;14;5;0;0;0;0;0;0;1;1;3;30
C0D3;Aixola;320;2;13;2;0;0;0;0;0;0;0;0;2;19
C0DD;Aizarnazabal;25;0;8;0;0;0;0;0;0;0;0;0;0;8
C0E9;Alegia;90;1;7;1;0;0;0;0;0;0;0;0;0;9
C078;Altzola;17;0;3;1;0;0;0;0;0;0;0;0;0;4
C052;Ameraun;285;4;10;2;0;0;0;0;0;0;0;0;1;17
C0E1;Amundarain;111;2;10;2;0;0;0;0;0;0;0;0;1;15
C077;Andoain;52;1;10;1;0;0;0;0;0;0;0;0;0;12
C080;Añarbe;184;3;11;3;0;0;0;0;0;0;0;0;0;17
C0E8;Araxes;141;2;9;1;0;0;0;0;0;0;0;0;0;12
C023;Arrasate;318;8;16;4;0;0;0;0;0;0;0;0;1;29
C084;Behobia;5;0;6;0;0;0;0;0;0;0;0;0;0;6
C0EA;Belauntza;105;2;9;1;0;0;0;0;0;0;0;0;0;12
C026;Berastegi;379;9;13;2;0;0;0;0;0;0;0;1;4;29
C058;Bidania;592;1;18;2;0;0;0;0;0;0;2;0;;
C0F0;Ereñozu;25;0;7;0;0;0;0;0;0;0;0;0;0;7
C0F1;Eskas;650;1;19;4;0;0;0;0;0;0;2;0;1;27
C0E7;Estanda;195;2;9;2;0;0;0;0;0;0;0;0;0;13
C018;Higer;43;0;2;0;0;0;0;0;0;;;;;
C0DC;Ibai Eder;90;0;5;0;0;0;0;0;0;0;0;0;0;5
C071;Jaizkibel;545;1;9;2;0;0;0;0;0;0;0;0;0;12
C0EC;Lasarte;18;0;5;0;0;0;0;0;0;0;0;0;0;5
C0DE;Matxinbenta;250;4;10;2;0;0;0;0;0;0;0;0;1;17
C017;Miramon;113;0;6;0;0;0;0;0;0;0;0;0;0;6
C0F4;Oiartzun;53;0;8;0;0;0;0;0;0;0;0;0;0;8
C0D1;Oñati;195;2;8;2;0;0;0;0;0;0;0;0;1;13
C043;Ordizia;243;2;9;2;0;0;0;0;0;0;0;0;0;13
C0D2;San Prudentzio;175;2;8;2;0;0;0;0;0;0;0;0;1;13
C007;Santa Clara;48;0;2;0;0;0;0;0;0;;;;;
C0D0;Urkulu;340;3;10;2;0;0;0;0;0;0;0;0;1;16
C064;Zarautz;80;0;2;0;0;0;0;0;0;0;0;0;0;2
C028;Zegama;520;0;12;2;0;0;0;0;0;0;0;0;1;15
C029;Zizurkil;149;0;6;0;0;0;0;0;0;0;0;0;0;6
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;;;DÍAS DE HELADA;;;;;;;;;
