COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C031;Moreda;490;78.5;68.8;87.5;69.1;67.3;58.3;67.3;74.5;76.7;75.2;55.4;69.1;87.5
C041;Navarrete;689;82.4;55.4;96.5;80.3;58.7;62.6;62.6;46.1;72.4;69.5;84.2;63.7;96.5
C060;Páganos;577;84.6;93.2;109.8;96.5;74.2;89.6;70.9;64.8;60.8;97.2;72.4;95.4;109.8
C021;Roitegi;980;80.3;92.2;98.6;95.8;63.7;66.2;69.5;63.0;75.6;79.2;74.2;83.5;98.6
C030;Salvatierra;589;62.6;79.2;74.9;87.5;51.5;47.9;63.0;51.5;61.9;72.7;66.2;53.3;87.5
C051;Saratxo;230;70.2;46.1;93.6;89.6;43.2;44.6;36.4;39.2;43.2;64.1;76.3;57.6;93.6
C00B;Tobillas;700;91.4;92.2;125.6;87.1;56.2;47.9;55.1;41.4;40.7;75.2;103.3;75.6;125.6
C020;Trebiño;546;77.8;76.7;95.4;74.9;49.0;66.6;62.6;52.9;71.6;61.9;70.9;61.9;95.4
C070;Zaldiaran;980;;;;;58.0;79.9;85.7;72.0;87.5;90.7;88.6;97.9;97.9
C050;Zambrana;470;71.3;61.9;99.7;74.2;46.4;64.8;76.0;52.9;57.2;48.6;61.9;63.0;99.7
C061;Arboleda;329;104.8;101.9;106.2;97.9;77.0;58.7;45.4;63.4;73.4;110.2;115.6;118.1;118.1
C032;Areta;122;52.2;52.6;78.5;54.4;40.0;43.2;37.1;50.8;40.3;56.2;55.4;56.9;78.5
C002;Arteaga;19;79.2;52.2;77.0;59.4;46.4;64.1;36.4;76.3;38.2;78.1;48.6;64.8;79.2
C069;Bermeo;106;101.2;77.4;106.9;70.6;63.4;87.8;69.1;79.2;58.7;78.5;77.8;88.2;106.9
C065;Cerroja;677;141.1;99.0;121.0;126.7;82.1;81.0;53.3;93.2;61.9;94.7;116.3;113.8;141.1
C003;Derio;30;68.0;58.7;77.0;70.9;52.9;54.0;61.9;54.7;43.9;60.1;55.8;64.4;77.0
C039;Deusto;3;107.6;73.4;90.4;76.7;55.1;56.5;42.5;49.0;48.6;73.8;92.9;72.4;107.6
C075;Eitzaga;270;74.2;57.6;76.7;67.0;43.2;58.7;51.5;56.2;37.8;61.2;62.6;56.2;76.7
C038;Galindo;5;85.7;74.2;82.1;72.0;51.5;52.9;41.0;50.8;44.6;59.0;86.0;72.0;86.0
C033;Igorre;150;61.9;72.0;82.8;78.5;50.4;45.7;60.1;42.1;56.9;72.4;71.3;63.7;82.8
C036;Iurreta;180;76.0;55.8;83.5;78.1;58.7;60.8;60.5;67.0;59.4;83.5;88.6;71.3;88.6
C045;La Garbea;717;80.6;98.3;127.4;98.3;72.4;72.7;65.9;106.6;60.8;104.4;110.2;100.1;127.4
C019;Matxitxako;433;;108.4;137.9;111.6;81.7;101.9;73.8;118.8;86.0;111.6;121.0;144.0;144.0
C057;Mungia;22;77.0;69.1;87.8;69.5;64.4;67.7;46.8;71.6;45.4;73.1;61.9;67.0;87.8
C046;Oiz;980;;100.4;115.2;108.0;67.7;89.6;94.7;88.9;85.3;103.3;110.5;112.3;115.2
C059;Ordunte;300;96.5;74.9;101.2;88.9;64.8;71.3;55.4;73.8;61.9;72.7;75.2;74.9;101.2
C072;Orduña;934;113.4;105.1;149.8;135.0;71.6;77.0;63.4;105.5;75.6;114.5;114.5;105.5;149.8
C0B4;Orozko;200;55.1;54.4;70.6;58.3;42.8;30.2;32.0;37.1;38.9;57.6;61.9;61.2;70.6
C054;Otxandio;556;47.2;52.6;65.9;60.8;43.2;51.1;36.7;55.4;41.4;55.4;43.9;56.5;65.9
C042;Punta Galea;61;108.4;93.2;118.8;107.3;82.8;75.6;76.0;94.3;99.4;108.0;125.3;90.0;125.3
C0C3;Sodupe;56;61.9;46.1;70.2;67.0;47.5;45.0;49.0;46.4;54.7;51.1;69.8;50.4;70.2
C066;Untzueta;764;108.4;82.4;109.4;112.0;65.5;60.8;54.0;73.4;70.6;96.1;106.6;97.2;112.0
C022;Urkiola;709;72.7;70.9;82.4;76.7;57.2;58.3;36.7;42.1;60.5;82.8;77.0;96.5;96.5
C037;Venta Alta;162;91.4;69.8;96.5;85.0;51.5;52.2;51.8;47.9;54.7;64.8;90.7;78.1;96.5
C023;Arrasate;318;81.0;72.4;84.6;79.2;68.0;75.2;48.2;79.9;57.2;81.0;72.0;78.5;84.6
C026;Berastegi;379;61.2;63.4;86.8;72.7;43.2;55.8;37.8;43.9;58.3;75.6;75.2;76.3;86.8
C058;Bidania;592;83.9;81.0;88.6;84.2;56.2;60.5;51.1;55.1;41.8;77.8;76.7;80.3;88.6
C018;Higer;43;97.9;74.9;106.6;62.6;70.6;91.8;63.7;98.6;50.8;70.9;72.0;78.5;106.6
C071;Jaizkibel;545;113.8;83.9;118.8;114.5;72.7;101.5;67.7;99.4;69.1;97.2;91.4;92.9;118.8
C0EC;Lasarte;18;64.4;61.2;76.7;69.8;42.8;56.9;31.7;33.8;56.5;66.6;67.0;67.3;76.7
C017;Miramon;113;72.0;63.0;99.0;70.9;59.0;75.6;50.8;67.3;52.2;68.0;73.1;86.4;99.0
C043;Ordizia;243;66.2;66.6;92.2;73.8;49.3;52.2;88.9;50.0;43.2;74.5;67.0;61.9;92.2
C007;Santa Clara;48;86.4;82.4;120.2;90.0;70.2;109.1;72.0;97.2;62.6;91.4;83.5;96.1;120.2
C064;Zarautz;80;99.4;82.4;113.4;102.6;69.8;73.1;54.4;71.6;57.2;77.8;88.9;79.2;113.4
C028;Zegama;520;84.2;81.4;101.2;85.7;55.8;64.1;51.1;55.8;63.4;67.3;91.4;88.6;101.2
C029;Zizurkil;149;74.9;73.1;83.9;97.9;50.4;53.6;43.2;54.0;72.0;73.4;76.7;89.3;97.9
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;;VELOCIDAD DE LA RACHA MÁXIMA (km/h);;;;;;;;;;
