code,year,month,precipitacion_maxima_10min
C026,2019,6,2
C026,2019,7,7.3
C026,2019,8,6.6
C026,2019,9,3.1
C026,2019,10,3
C026,2019,11,2.7
C026,2019,12,1.4
C058,2019,1,2.5
C058,2019,2,2.7
C058,2019,3,1.3
C058,2019,4,7.1
C058,2019,5,1.7
C058,2019,6,1.9
C058,2019,7,4.2
C058,2019,8,9.8
C058,2019,9,3.5
C058,2019,10,7
C058,2019,11,3.1
C058,2019,12,2.3
C0F0,2019,1,4.1
C0F0,2019,2,2.3
C0F0,2019,3,2
C0F0,2019,4,4.9
C0F0,2019,5,5.7
C0F0,2019,6,2.5
C0F0,2019,7,4.6
C0F0,2019,8,8.5
C0F0,2019,9,3.5
C0F0,2019,10,4.3
C0F0,2019,11,4.3
C0F0,2019,12,2.4
C0F1,2019,1,4.9
C0F1,2019,2,2.2
C0F1,2019,3,2
C0F1,2019,4,3.9
C0F1,2019,5,5.8
C0F1,2019,6,3.3
C0F1,2019,7,4.8
C0F1,2019,8,12.6
C0F1,2019,9,4
C0F1,2019,10,5.6
C0F1,2019,11,5.5
C0F1,2019,12,2.6
C0E7,2019,1,1.6
C0E7,2019,2,1.5
C0E7,2019,3,2.1
C0E7,2019,4,4.3
C0E7,2019,5,1.3
C0E7,2019,6,1.3
C0E7,2019,7,7.8
C0E7,2019,8,10.6
C0E7,2019,9,3
C0E7,2019,10,2.2
C0E7,2019,11,3.3
C0E7,2019,12,1.3
C0DC,2019,1,3.7
C0DC,2019,2,3.6
C0DC,2019,3,2.6
C0DC,2019,4,4.9
C0DC,2019,5,1.2
C0DC,2019,6,1.3
C0DC,2019,7,2.3
C0DC,2019,8,3.8
C0DC,2019,9,2.7
C0DC,2019,10,3.1
C0DC,2019,11,5.8
C0DC,2019,12,1.3
C0EC,2019,1,4.6
C0EC,2019,2,4.2
C0EC,2019,3,3.7
C0EC,2019,4,3.5
C0EC,2019,5,2.4
C0EC,2019,6,2.4
C0EC,2019,7,5.7
C0EC,2019,8,6.6
C0EC,2019,9,3.3
C0EC,2019,10,5.8
C0EC,2019,11,5.1
C0EC,2019,12,2.2
C0DE,2019,1,3.8
C0DE,2019,2,1.9
C0DE,2019,3,1.3
C0DE,2019,4,4.4
C0DE,2019,5,1.2
C0DE,2019,6,0.8
C0DE,2019,7,4.1
C0DE,2019,8,7.3
C0DE,2019,9,3.1
C0DE,2019,10,6.7
C0DE,2019,11,3.5
C0DE,2019,12,1.7
C017,2019,1,4.2
C017,2019,2,2
C017,2019,3,2.3
C017,2019,4,4.1
C017,2019,5,5.9
C017,2019,6,2
C017,2019,7,5.4
C017,2019,8,5.4
C017,2019,9,4
C017,2019,10,8
C017,2019,11,4.4
C017,2019,12,2.4
C0F4,2019,1,4.4
C0F4,2019,2,1.9
C0F4,2019,3,2.2
C0F4,2019,4,3.8
C0F4,2019,5,5
C0F4,2019,6,3.1
C0F4,2019,7,5.7
C0F4,2019,8,8.8
C0F4,2019,9,5.6
C0F4,2019,10,5.7
C0F4,2019,11,5.7
C0F4,2019,12,2.2
C0D1,2019,1,3
C0D1,2019,2,1.3
C0D1,2019,3,2.8
C0D1,2019,4,7.7
C0D1,2019,5,2.5
C0D1,2019,6,1
C0D1,2019,7,4.5
C0D1,2019,8,8.8
C0D1,2019,9,2.6
C0D1,2019,10,5
C0D1,2019,11,3.4
C0D1,2019,12,2.2
C043,2019,1,1.8
C043,2019,2,1.6
C043,2019,3,1.4
C043,2019,4,5.1
C043,2019,5,1.3
C043,2019,6,2.1
C043,2019,7,4.4
C043,2019,8,6.6
C043,2019,9,3.8
C043,2019,10,3.1
C043,2019,11,4.1
C043,2019,12,1.4
C0D2,2019,1,2.7
C0D2,2019,2,1.3
C0D2,2019,3,2.4
C0D2,2019,4,3.9
C0D2,2019,5,2
C0D2,2019,6,0.8
C0D2,2019,7,2.3
C0D2,2019,8,8.5
C0D2,2019,9,3.1
C0D2,2019,10,3.6
C0D2,2019,11,4.1
C0D2,2019,12,1.4
C0D0,2019,1,4.2
C0D0,2019,2,1.6
C0D0,2019,3,2.3
C0D0,2019,4,13.7
C0D0,2019,5,1.4
C0D0,2019,6,1.1
C0D0,2019,7,11.9
C0D0,2019,8,11
C0D0,2019,9,2.4
C0D0,2019,10,5.9
C0D0,2019,11,5.4
C0D0,2019,12,1.8
C064,2019,1,4.6
C064,2019,2,1
C064,2019,3,3.2
C064,2019,4,4.2
C064,2019,5,2.8
C064,2019,6,1.3
C064,2019,7,5
C064,2019,8,5.6
C064,2019,9,3.3
C064,2019,10,6.5
C064,2019,11,4.7
C064,2019,12,2.8
C028,2019,1,2.5
C028,2019,2,1.2
C028,2019,3,2.3
C028,2019,4,5.9
C028,2019,5,1.9
C028,2019,6,1.2
C028,2019,7,6.6
C028,2019,8,4.6
C028,2019,9,5.9
C028,2019,10,3.1
C028,2019,11,7.1
C028,2019,12,1.9
C029,2019,1,2.8
C029,2019,2,2.3
C029,2019,3,1.9
C029,2019,4,2.8
C029,2019,5,2.1
C029,2019,6,2.3
C029,2019,7,7.3
C029,2019,8,6.8
C029,2019,9,3.3
C029,2019,10,3.1
C029,2019,11,4.3
C029,2019,12,3.5
