code,year,month,lam_agua_nivel_medio
C0D3,2019,11,0.196
C0D3,2019,12,0.164
C0DD,2019,1,0.622
C0DD,2019,2,0.597
C0DD,2019,3,0.409
C0DD,2019,4,0.455
C0DD,2019,5,0.433
C0DD,2019,6,0.355
C0DD,2019,7,0.299
C0DD,2019,8,0.287
C0DD,2019,9,0.264
C0DD,2019,10,0.303
C0DD,2019,11,0.796
C0DD,2019,12,0.634
C0E9,2019,1,0.640
C0E9,2019,2,0.636
C0E9,2019,3,0.412
C0E9,2019,4,0.436
C0E9,2019,5,0.430
C0E9,2019,6,0.313
C0E9,2019,7,0.257
C0E9,2019,8,0.262
C0E9,2019,9,0.228
C0E9,2019,10,0.269
C0E9,2019,11,0.781
C0E9,2019,12,0.633
C078,2019,1,0.763
C078,2019,2,0.719
C078,2019,3,0.462
C078,2019,4,0.513
C078,2019,5,0.501
C078,2019,6,0.374
C078,2019,7,0.307
C078,2019,8,0.309
C078,2019,9,0.307
C078,2019,10,0.354
C078,2019,11,0.978
C078,2019,12,0.790
C052,2019,1,0.506
C052,2019,2,0.521
C052,2019,3,0.337
C052,2019,4,0.345
C052,2019,5,0.443
C052,2019,6,0.349
C052,2019,7,0.294
C052,2019,8,0.276
C052,2019,9,0.165
C052,2019,10,0.183
C052,2019,11,0.644
C052,2019,12,0.428
C0E1,2019,1,0.365
C0E1,2019,2,0.387
C0E1,2019,3,0.269
C0E1,2019,4,0.275
C0E1,2019,5,0.281
C0E1,2019,6,0.201
C0E1,2019,7,0.145
C0E1,2019,8,0.158
C0E1,2019,9,0.141
C0E1,2019,10,0.208
C0E1,2019,11,0.478
C0E1,2019,12,0.346
C077,2019,1,0.583
C077,2019,2,0.567
C077,2019,3,0.386
C077,2019,4,0.406
C077,2019,5,0.460
C077,2019,6,0.372
C077,2019,7,0.289
C077,2019,8,0.272
C077,2019,9,0.247
C077,2019,10,0.276
C077,2019,11,0.740
C077,2019,12,0.575
C080,2019,1,0.459
C080,2019,2,0.493
C080,2019,3,0.312
C080,2019,4,0.313
C080,2019,5,0.462
C080,2019,6,0.331
C080,2019,7,0.250
C080,2019,8,0.279
C080,2019,9,0.270
C080,2019,10,0.319
C080,2019,11,0.672
C080,2019,12,0.514
C0E8,2019,1,0.538
C0E8,2019,2,0.505
C0E8,2019,3,0.348
C0E8,2019,4,0.362
C0E8,2019,5,0.401
C0E8,2019,6,0.295
C0E8,2019,7,0.215
C0E8,2019,8,0.196
C0E8,2019,9,0.195
C0E8,2019,10,0.227
C0E8,2019,11,0.659
C0E8,2019,12,0.522
C0EA,2019,1,0.335
C0EA,2019,2,0.332
C0EA,2019,3,0.252
C0EA,2019,4,0.262
C0EA,2019,5,0.259
C0EA,2019,6,0.229
C0EA,2019,7,0.195
C0EA,2019,8,0.185
C0EA,2019,9,0.165
C0EA,2019,10,0.174
C0EA,2019,11,0.374
C0EA,2019,12,0.313
C0F0,2019,1,0.748
C0F0,2019,2,0.792
C0F0,2019,3,0.516
C0F0,2019,4,0.504
C0F0,2019,5,0.611
C0F0,2019,6,0.542
C0F0,2019,7,0.410
C0F0,2019,8,0.334
C0F0,2019,9,0.306
C0F0,2019,10,0.358
C0F0,2019,11,0.962
C0F0,2019,12,0.762
C0E7,2019,1,0.296
C0E7,2019,2,0.282
C0E7,2019,3,0.170
C0E7,2019,4,0.185
C0E7,2019,5,0.171
C0E7,2019,6,0.122
C0E7,2019,7,0.099
C0E7,2019,8,0.100
C0E7,2019,9,0.090
C0E7,2019,10,0.105
C0E7,2019,11,0.362
C0E7,2019,12,0.298
C0DC,2019,1,0.321
C0DC,2019,2,0.313
C0DC,2019,3,0.202
C0DC,2019,4,0.226
C0DC,2019,5,0.203
C0DC,2019,6,0.176
C0DC,2019,7,0.154
C0DC,2019,8,0.149
C0DC,2019,9,0.138
C0DC,2019,10,0.139
C0DC,2019,11,0.368
C0DC,2019,12,0.322
C0EC,2019,1,0.889
C0EC,2019,2,0.816
C0EC,2019,3,0.544
C0EC,2019,4,0.585
C0EC,2019,5,0.588
C0EC,2019,6,0.469
C0EC,2019,7,0.388
C0EC,2019,8,0.382
C0EC,2019,9,0.346
C0EC,2019,10,0.390
C0EC,2019,11,1.032
C0EC,2019,12,0.798
C0DE,2019,1,0.218
C0DE,2019,2,0.210
C0DE,2019,3,0.132
C0DE,2019,4,0.162
C0DE,2019,5,0.144
C0DE,2019,6,0.109
C0DE,2019,7,0.079
C0DE,2019,8,0.079
C0DE,2019,9,0.067
C0DE,2019,10,0.082
C0DE,2019,11,0.292
C0DE,2019,12,0.227
C0F4,2019,1,0.376
C0F4,2019,2,0.401
C0F4,2019,3,0.283
C0F4,2019,4,0.294
C0F4,2019,5,0.367
C0F4,2019,6,0.300
C0F4,2019,7,0.231
C0F4,2019,8,0.215
C0F4,2019,9,0.191
C0F4,2019,10,0.260
C0F4,2019,11,0.564
C0F4,2019,12,0.414
C0D1,2019,1,0.480
C0D1,2019,2,0.434
C0D1,2019,3,0.265
C0D1,2019,4,0.309
C0D1,2019,5,0.333
C0D1,2019,6,0.215
C0D1,2019,7,0.152
C0D1,2019,8,0.171
C0D1,2019,9,0.169
C0D1,2019,10,0.190
C0D1,2019,11,0.612
C0D1,2019,12,0.432
C0D2,2019,1,0.580
C0D2,2019,2,0.588
C0D2,2019,3,0.377
C0D2,2019,4,0.388
C0D2,2019,5,0.386
C0D2,2019,6,0.291
C0D2,2019,7,0.245
C0D2,2019,8,0.235
C0D2,2019,9,0.238
C0D2,2019,10,0.258
C0D2,2019,11,0.707
C0D2,2019,12,0.591
C0D0,2019,1,0.184
C0D0,2019,2,0.148
C0D0,2019,3,0.085
C0D0,2019,4,0.125
C0D0,2019,5,0.115
C0D0,2019,6,0.068
C0D0,2019,7,0.052
C0D0,2019,8,0.060
C0D0,2019,9,0.069
C0D0,2019,10,0.076
C0D0,2019,11,0.242
C0D0,2019,12,0.163
