code,year,month,helada_dias
C021,2019,6,0
C021,2019,7,0
C021,2019,8,0
C021,2019,9,0
C021,2019,10,0
C021,2019,11,4
C021,2019,12,8
C030,2019,1,14
C030,2019,2,14
C030,2019,3,14
C030,2019,4,5
C030,2019,5,4
C030,2019,6,0
C030,2019,7,0
C030,2019,8,0
C030,2019,9,0
C030,2019,10,0
C030,2019,11,3
C030,2019,12,13
C051,2019,1,5
C051,2019,2,2
C051,2019,3,0
C051,2019,4,1
C051,2019,5,1
C051,2019,6,0
C051,2019,7,0
C051,2019,8,0
C051,2019,9,0
C051,2019,10,0
C051,2019,11,0
C051,2019,12,6
C0A0,2019,1,15
C0A0,2019,2,17
C0A0,2019,3,14
C0A0,2019,4,5
C0A0,2019,5,2
C0A0,2019,6,0
C0A0,2019,7,0
C0A0,2019,8,0
C0A0,2019,9,0
C0A0,2019,10,0
C0A0,2019,11,5
C0A0,2019,12,10
C049,2019,1,15
C049,2019,2,21
C049,2019,3,14
C049,2019,4,7
C049,2019,5,2
C049,2019,6,0
C049,2019,7,0
C049,2019,8,0
C049,2019,9,0
C049,2019,10,0
C049,2019,11,5
C049,2019,12,12
C00B,2019,1,16
C00B,2019,2,18
C00B,2019,3,17
C00B,2019,4,4
C00B,2019,5,3
C00B,2019,6,0
C00B,2019,7,0
C00B,2019,8,0
C00B,2019,9,0
C00B,2019,10,0
C00B,2019,11,3
C00B,2019,12,10
C020,2019,1,12
C020,2019,2,18
C020,2019,3,13
C020,2019,4,6
C020,2019,5,5
C020,2019,6,0
C020,2019,7,0
C020,2019,8,0
C020,2019,9,0
C020,2019,10,0
C020,2019,11,3
C020,2019,12,14
C070,2019,1,12
C070,2019,2,4
C070,2019,3,1
C070,2019,4,2
C070,2019,5,1
C070,2019,6,0
C070,2019,7,0
C070,2019,8,0
C070,2019,9,0
C070,2019,10,0
C070,2019,11,4
C070,2019,12,0
C050,2019,1,8
C050,2019,2,13
C050,2019,3,7
C050,2019,4,1
C050,2019,5,1
C050,2019,6,0
C050,2019,7,0
C050,2019,8,0
C050,2019,9,0
C050,2019,10,0
C050,2019,11,0
C050,2019,12,5
C0B1,2019,1,3
C0B1,2019,2,0
C0B1,2019,3,0
C0B1,2019,4,0
C0B1,2019,5,0
C0B1,2019,6,0
C0B1,2019,7,0
C0B1,2019,8,0
C0B1,2019,9,0
C0B1,2019,10,0
C0B1,2019,11,0
C0B1,2019,12,1
C079,2019,1,4
C079,2019,2,1
C079,2019,3,0
C079,2019,4,0
C079,2019,5,0
C079,2019,6,0
C079,2019,7,0
C079,2019,8,0
C079,2019,9,0
C079,2019,10,0
C079,2019,11,0
C079,2019,12,4
C0C1,2019,1,1
C0C1,2019,2,0
C0C1,2019,3,0
C0C1,2019,4,0
C0C1,2019,5,0
C0C1,2019,6,0
C0C1,2019,7,0
C0C1,2019,8,0
C0C1,2019,9,0
C0C1,2019,10,0
C061,2019,1,2
C061,2019,2,0
C061,2019,3,0
C061,2019,4,0
C061,2019,5,0
C061,2019,6,0
C061,2019,7,0
C061,2019,8,0
C061,2019,9,0
C061,2019,10,0
C061,2019,11,0
C061,2019,12,0
C032,2019,1,5
C032,2019,2,2
C032,2019,3,0
C032,2019,4,1
C032,2019,5,0
C032,2019,6,0
C032,2019,7,0
C032,2019,8,0
C032,2019,9,0
C032,2019,10,0
C032,2019,11,0
C032,2019,12,6
C002,2019,1,4
C002,2019,2,2
C002,2019,3,0
C002,2019,4,0
C002,2019,5,0
C002,2019,6,0
C002,2019,7,0
C002,2019,8,0
C002,2019,9,0
C002,2019,10,0
C002,2019,11,0
C002,2019,12,2
C0C2,2019,1,7
C0C2,2019,2,5
C0C2,2019,3,4
C0C2,2019,4,1
C0C2,2019,5,1
C0C2,2019,6,0
C0C2,2019,7,0
C0C2,2019,8,0
C0C2,2019,9,0
C0C2,2019,10,0
C0C2,2019,11,0
C0C2,2019,12,6
C069,2019,1,0
C069,2019,2,0
C069,2019,3,0
C069,2019,4,0
C069,2019,5,0
C069,2019,6,0
C069,2019,7,0
C069,2019,8,0
C069,2019,9,0
C069,2019,10,0
C069,2019,11,0
C069,2019,12,0
C0B6,2019,1,5
C0B6,2019,2,2
C0B6,2019,3,1
C0B6,2019,4,0
C0B6,2019,5,0
C0B6,2019,6,0
C0B6,2019,7,0
C0B6,2019,8,0
C0B6,2019,9,0
C0B6,2019,10,0
C0B6,2019,11,0
C0B6,2019,12,5
C0BE,2019,1,2
C0BE,2019,2,0
C0BE,2019,3,0
C0BE,2019,4,0
C0BE,2019,5,0
C0BE,2019,6,0
C0BE,2019,7,0
C0BE,2019,8,0
C0BE,2019,9,0
C0BE,2019,10,0
C0BE,2019,11,0
C0BE,2019,12,0
C065,2019,1,2
C065,2019,2,2
C065,2019,3,0
C065,2019,4,2
C065,2019,5,0
C065,2019,6,0
C065,2019,7,0
C065,2019,8,0
C065,2019,9,0
C065,2019,10,0
C065,2019,11,2
C065,2019,12,0
C003,2019,1,6
C003,2019,2,0
C003,2019,3,0
C003,2019,4,0
C003,2019,5,0
C003,2019,6,0
C003,2019,7,0
C003,2019,8,0
C003,2019,9,0
C003,2019,10,0
C003,2019,11,0
C003,2019,12,2
C039,2019,1,2
C039,2019,2,0
C039,2019,3,0
C039,2019,4,0
C039,2019,5,0
C039,2019,6,0
C039,2019,7,0
C039,2019,8,0
C039,2019,9,0
C039,2019,10,0
C039,2019,11,0
C039,2019,12,0
C075,2019,1,4
C075,2019,2,0
C075,2019,3,0
C075,2019,4,0
C075,2019,5,0
C075,2019,6,0
C075,2019,7,0
C075,2019,8,0
C075,2019,9,0
C075,2019,10,0
C075,2019,11,0
C075,2019,12,2
C074,2019,1,5
C074,2019,2,0
C074,2019,3,0
C074,2019,4,0
C074,2019,5,0
C074,2019,6,0
C074,2019,7,0
C074,2019,8,0
C074,2019,9,0
C074,2019,10,0
C074,2019,11,0
C074,2019,12,2
C009,2019,1,2
C009,2019,2,0
C009,2019,3,0
C009,2019,4,0
C009,2019,5,0
C009,2019,6,0
C009,2019,7,0
C009,2019,8,0
C009,2019,9,0
C009,2019,10,0
C009,2019,11,0
C009,2019,12,0
C038,2019,1,0
C038,2019,2,0
C038,2019,3,0
C038,2019,4,0
C038,2019,5,0
C038,2019,6,0
C038,2019,7,0
C038,2019,8,0
C038,2019,9,0
C038,2019,10,0
C038,2019,11,0
C038,2019,12,0
C033,2019,1,6
C033,2019,2,2
C033,2019,3,0
C033,2019,4,0
C033,2019,5,0
C033,2019,6,1
C033,2019,7,0
C033,2019,8,0
C033,2019,9,0
C033,2019,10,0
C033,2019,11,0
C033,2019,12,2
C0BD,2019,1,4
C0BD,2019,2,2
C0BD,2019,3,1
C0BD,2019,4,1
C0BD,2019,5,0
C0BD,2019,6,0
C0BD,2019,7,0
C0BD,2019,8,0
C0BD,2019,9,0
C0BD,2019,10,0
C0BD,2019,11,0
C0BD,2019,12,5
C036,2019,1,5
C036,2019,2,1
C036,2019,3,0
C036,2019,4,0
C036,2019,5,0
C036,2019,6,0
C036,2019,7,0
C036,2019,8,0
C036,2019,9,0
C036,2019,10,0
C036,2019,11,0
C036,2019,12,1
C045,2019,1,0
C045,2019,2,2
C045,2019,3,0
C045,2019,4,2
C045,2019,5,0
C045,2019,6,0
C045,2019,7,0
C045,2019,8,0
C045,2019,9,0
C045,2019,10,0
C045,2019,11,0
C045,2019,12,0
C0B7,2019,1,5
C0B7,2019,2,1
C0B7,2019,3,0
C0B7,2019,4,0
C0B7,2019,5,0
C0B7,2019,6,0
C0B7,2019,7,0
C0B7,2019,8,0
C0B7,2019,9,0
C0B7,2019,10,0
C0B7,2019,11,0
C0B7,2019,12,5
C019,2019,1,0
C019,2019,2,0
C019,2019,3,0
C019,2019,4,0
C019,2019,5,0
C019,2019,6,0
C019,2019,7,0
C019,2019,8,0
C019,2019,9,0
C019,2019,10,0
C019,2019,11,0
C019,2019,12,0
C057,2019,1,4
C057,2019,2,0
C057,2019,3,0
C057,2019,4,0
C057,2019,5,0
C057,2019,6,0
C057,2019,7,0
C057,2019,8,0
C057,2019,9,0
C057,2019,10,0
C057,2019,11,0
C057,2019,12,2
C063,2019,1,5
C063,2019,2,3
C063,2019,3,2
C063,2019,4,1
C063,2019,5,0
C063,2019,6,0
C063,2019,7,0
C063,2019,8,0
C063,2019,9,0
C063,2019,10,0
C063,2019,11,0
C063,2019,12,5
C046,2019,1,11
C046,2019,2,4
C046,2019,3,1
C046,2019,4,2
C046,2019,5,1
C046,2019,6,0
C046,2019,7,0
C046,2019,8,0
C046,2019,9,0
C046,2019,10,0
C046,2019,11,2
C046,2019,12,1
C0BA,2019,1,2
C0BA,2019,2,0
C0BA,2019,3,0
C0BA,2019,4,0
C0BA,2019,5,0
C0BA,2019,6,0
C0BA,2019,7,0
C0BA,2019,8,0
C0BA,2019,9,0
C0BA,2019,10,0
C0BA,2019,11,0
C0BA,2019,12,0
C059,2019,1,5
C059,2019,2,2
C059,2019,3,0
C059,2019,4,1
C059,2019,5,0
C059,2019,6,0
C059,2019,7,0
C059,2019,8,0
C059,2019,9,0
C059,2019,10,0
C059,2019,11,0
C059,2019,12,1
C072,2019,1,9
C072,2019,2,4
C072,2019,3,1
C072,2019,4,2
C072,2019,5,1
C072,2019,6,0
C072,2019,7,0
C072,2019,8,0
C072,2019,9,0
C072,2019,10,0
C072,2019,11,5
C072,2019,12,3
C0B4,2019,1,6
C0B4,2019,2,2
C0B4,2019,3,0
C0B4,2019,4,1
C0B4,2019,5,0
C0B4,2019,6,0
C0B4,2019,7,0
C0B4,2019,8,0
C0B4,2019,9,0
C0B4,2019,10,0
C0B4,2019,11,0
C0B4,2019,12,1
C054,2019,1,9
C054,2019,2,18
C054,2019,3,10
C054,2019,4,3
C054,2019,5,2
C054,2019,6,0
C054,2019,7,0
C054,2019,8,0
C054,2019,9,0
C054,2019,10,0
C054,2019,11,1
C054,2019,12,9
C042,2019,1,0
C042,2019,2,0
C042,2019,3,0
C042,2019,4,0
C042,2019,5,0
C042,2019,6,0
C042,2019,7,0
C042,2019,8,0
C042,2019,9,0
C042,2019,10,0
C042,2019,11,0
C042,2019,12,0
C0B9,2019,1,5
C0B9,2019,2,0
C0B9,2019,3,0
C0B9,2019,4,0
C0B9,2019,5,0
C0B9,2019,6,0
C0B9,2019,7,0
C0B9,2019,8,0
C0B9,2019,9,0
C0B9,2019,10,0
C0B9,2019,11,0
C0B9,2019,12,4
C0C3,2019,1,4
C0C3,2019,2,1
C0C3,2019,3,0
C0C3,2019,4,0
C0C3,2019,5,0
C0C3,2019,6,0
C0C3,2019,7,0
C0C3,2019,8,0
C0C3,2019,9,0
C0C3,2019,10,0
C0C3,2019,11,0
C0C3,2019,12,4
C066,2019,1,3
C066,2019,2,1
C066,2019,3,0
C066,2019,4,2
C066,2019,5,0
C066,2019,6,0
C066,2019,7,0
C066,2019,8,0
C066,2019,9,0
C066,2019,10,0
C066,2019,11,0
C066,2019,12,0
C022,2019,1,7
C022,2019,2,6
C022,2019,3,2
C022,2019,4,3
C022,2019,5,0
C022,2019,6,0
C022,2019,7,0
C022,2019,8,0
C022,2019,9,0
C022,2019,10,0
C022,2019,11,3
C022,2019,12,6
C0B3,2019,1,5
C0B3,2019,2,2
C0B3,2019,3,0
C0B3,2019,4,0
C0B3,2019,5,0
C0B3,2019,6,0
C0B3,2019,7,0
C0B3,2019,8,0
C0B3,2019,9,0
C0B3,2019,10,0
C0B3,2019,11,0
C0B3,2019,12,6
C037,2019,2,0
C037,2019,3,0
C037,2019,4,0
C037,2019,5,0
C037,2019,6,0
C037,2019,7,0
C037,2019,8,0
C037,2019,9,0
C037,2019,10,0
C037,2019,11,0
C037,2019,12,1
C0E5,2019,1,6
C0E5,2019,2,0
C0E5,2019,3,0
C0E5,2019,4,0
C0E5,2019,5,0
C0E5,2019,6,0
C0E5,2019,7,0
C0E5,2019,8,0
C0E5,2019,9,0
C0E5,2019,10,0
C0E5,2019,11,0
C0E5,2019,12,5
C0DB,2019,1,7
C0DB,2019,2,2
C0DB,2019,3,1
C0DB,2019,4,1
C0DB,2019,5,0
C0DB,2019,6,0
C0DB,2019,7,0
C0DB,2019,8,0
C0DB,2019,9,0
C0DB,2019,10,0
C0DB,2019,11,1
C0DB,2019,12,7
C0D3,2019,1,7
C0D3,2019,2,1
C0D3,2019,3,1
C0D3,2019,4,0
C0D3,2019,5,0
C0D3,2019,6,0
C0D3,2019,7,0
C0D3,2019,8,0
C0D3,2019,9,0
C0D3,2019,10,0
C0D3,2019,11,0
C0D3,2019,12,1
C0DD,2019,1,5
C0DD,2019,2,0
C0DD,2019,3,0
C0DD,2019,4,0
C0DD,2019,5,0
C0DD,2019,6,0
C0DD,2019,7,0
C0DD,2019,8,0
C0DD,2019,9,0
C0DD,2019,10,0
C0DD,2019,11,0
C0DD,2019,12,1
C0E9,2019,1,4
C0E9,2019,2,0
C0E9,2019,3,0
C0E9,2019,4,0
C0E9,2019,5,0
C0E9,2019,6,0
C0E9,2019,7,0
C0E9,2019,8,0
C0E9,2019,9,0
C0E9,2019,10,0
C0E9,2019,11,0
C0E9,2019,12,2
C078,2019,1,3
C078,2019,2,0
C078,2019,3,0
C078,2019,4,0
C078,2019,5,0
C078,2019,6,0
C078,2019,7,0
C078,2019,8,0
C078,2019,9,0
C078,2019,10,0
C078,2019,11,0
C078,2019,12,1
C052,2019,1,5
C052,2019,2,0
C052,2019,3,1
C052,2019,4,0
C052,2019,5,0
C052,2019,6,0
C052,2019,7,0
C052,2019,8,0
C052,2019,9,0
C052,2019,10,0
C052,2019,11,0
C052,2019,12,1
C0E1,2019,1,8
C0E1,2019,2,2
C0E1,2019,3,2
C0E1,2019,4,0
C0E1,2019,5,0
C0E1,2019,6,0
C0E1,2019,7,0
C0E1,2019,8,0
C0E1,2019,9,0
C0E1,2019,10,0
C0E1,2019,11,0
C0E1,2019,12,6
C077,2019,1,5
C077,2019,2,0
C077,2019,3,0
C077,2019,4,0
C077,2019,5,0
C077,2019,6,0
C077,2019,7,0
C077,2019,8,0
C077,2019,9,0
C077,2019,10,0
C077,2019,11,0
C077,2019,12,2
C080,2019,1,7
C080,2019,2,1
C080,2019,3,1
C080,2019,4,0
C080,2019,5,0
C080,2019,6,0
C080,2019,7,0
C080,2019,8,0
C080,2019,9,0
C080,2019,10,0
C080,2019,11,0
C080,2019,12,4
C0E8,2019,1,6
C0E8,2019,2,1
C0E8,2019,3,0
C0E8,2019,4,0
C0E8,2019,5,0
C0E8,2019,6,0
C0E8,2019,7,0
C0E8,2019,8,0
C0E8,2019,9,0
C0E8,2019,10,0
C0E8,2019,11,0
C0E8,2019,12,4
C023,2019,1,6
C023,2019,2,3
C023,2019,3,2
C023,2019,4,0
C023,2019,5,1
C023,2019,6,0
C023,2019,7,0
C023,2019,8,0
C023,2019,9,0
C023,2019,10,0
C023,2019,11,1
C023,2019,12,6
C084,2019,1,4
C084,2019,2,0
C084,2019,3,0
C084,2019,4,0
C084,2019,5,0
C084,2019,6,0
C084,2019,7,0
C084,2019,8,0
C084,2019,9,0
C084,2019,10,0
C084,2019,11,0
C084,2019,12,0
C0EA,2019,1,6
C0EA,2019,2,0
C0EA,2019,3,0
C0EA,2019,4,0
C0EA,2019,5,0
C0EA,2019,6,0
C0EA,2019,7,0
C0EA,2019,8,0
C0EA,2019,9,0
C0EA,2019,10,0
C0EA,2019,11,0
C0EA,2019,12,4
C026,2019,1,7
C026,2019,2,3
C026,2019,3,5
C026,2019,4,1
C026,2019,5,2
C026,2019,6,0
C026,2019,7,0
C026,2019,8,0
C026,2019,9,0
C026,2019,10,0
C026,2019,11,1
C026,2019,12,8
C058,2019,1,7
C058,2019,3,0
C058,2019,4,2
C058,2019,5,0
C058,2019,6,0
C058,2019,7,0
C058,2019,8,0
C058,2019,9,0
C058,2019,10,0
C058,2019,11,0
C058,2019,12,1
C0F0,2019,1,5
C0F0,2019,2,0
C0F0,2019,3,0
C0F0,2019,4,0
C0F0,2019,5,0
C0F0,2019,6,0
C0F0,2019,7,0
C0F0,2019,8,0
C0F0,2019,9,0
C0F0,2019,10,0
C0F0,2019,11,0
C0F0,2019,12,0
C0F1,2019,1,7
C0F1,2019,2,2
C0F1,2019,3,0
C0F1,2019,4,2
C0F1,2019,5,0
C0F1,2019,6,0
C0F1,2019,7,0
C0F1,2019,8,0
C0F1,2019,9,0
C0F1,2019,10,0
C0F1,2019,11,0
C0F1,2019,12,0
C0E7,2019,1,6
C0E7,2019,2,0
C0E7,2019,3,1
C0E7,2019,4,0
C0E7,2019,5,0
C0E7,2019,6,0
C0E7,2019,7,0
C0E7,2019,8,0
C0E7,2019,9,0
C0E7,2019,10,0
C0E7,2019,11,0
C0E7,2019,12,3
C018,2019,1,0
C018,2019,2,0
C018,2019,3,0
C018,2019,4,0
C018,2019,5,0
C018,2019,6,0
C018,2019,7,0
C018,2019,8,0
C018,2019,9,0
C018,2019,10,0
C018,2019,11,0
C018,2019,12,0
C0DC,2019,1,5
C0DC,2019,2,0
C0DC,2019,3,0
C0DC,2019,4,0
C0DC,2019,5,0
C0DC,2019,6,0
C0DC,2019,7,0
C0DC,2019,8,0
C0DC,2019,9,0
C0DC,2019,10,0
C0DC,2019,11,0
C0DC,2019,12,3
C071,2019,1,5
C071,2019,2,1
C071,2019,3,0
C071,2019,4,0
C071,2019,5,0
C071,2019,6,0
C071,2019,7,0
C071,2019,8,0
C071,2019,9,0
C071,2019,10,0
C071,2019,11,0
C071,2019,12,0
C0EC,2019,1,4
C0EC,2019,2,0
C0EC,2019,3,0
C0EC,2019,4,0
C0EC,2019,5,0
C0EC,2019,6,0
C0EC,2019,7,0
C0EC,2019,8,0
C0EC,2019,9,0
C0EC,2019,10,0
C0EC,2019,11,0
C0EC,2019,12,0
C0DE,2019,1,7
C0DE,2019,2,2
C0DE,2019,3,1
C0DE,2019,4,0
C0DE,2019,5,0
C0DE,2019,6,0
C0DE,2019,7,0
C0DE,2019,8,0
C0DE,2019,9,0
C0DE,2019,10,0
C0DE,2019,11,0
C0DE,2019,12,6
C017,2019,1,4
C017,2019,2,0
C017,2019,3,0
C017,2019,4,0
C017,2019,5,0
C017,2019,6,0
C017,2019,7,0
C017,2019,8,0
C017,2019,9,0
C017,2019,10,0
C017,2019,11,0
C017,2019,12,0
C0F4,2019,1,4
C0F4,2019,2,0
C0F4,2019,3,0
C0F4,2019,4,0
C0F4,2019,5,0
C0F4,2019,6,0
C0F4,2019,7,0
C0F4,2019,8,0
C0F4,2019,9,0
C0F4,2019,10,0
C0F4,2019,11,0
C0F4,2019,12,0
C0D1,2019,1,5
C0D1,2019,2,2
C0D1,2019,3,2
C0D1,2019,4,0
C0D1,2019,5,0
C0D1,2019,6,0
C0D1,2019,7,0
C0D1,2019,8,0
C0D1,2019,9,0
C0D1,2019,10,0
C0D1,2019,11,0
C0D1,2019,12,4
C043,2019,1,6
C043,2019,2,1
C043,2019,3,0
C043,2019,4,0
C043,2019,5,0
C043,2019,6,0
C043,2019,7,0
C043,2019,8,0
C043,2019,9,0
C043,2019,10,0
C043,2019,11,0
C043,2019,12,4
C0D2,2019,1,5
C0D2,2019,2,0
C0D2,2019,3,0
C0D2,2019,4,0
C0D2,2019,5,0
C0D2,2019,6,0
C0D2,2019,7,0
C0D2,2019,8,0
C0D2,2019,9,0
C0D2,2019,10,0
C0D2,2019,11,0
C0D2,2019,12,4
C007,2019,6,0
C007,2019,7,0
C007,2019,8,0
C007,2019,9,0
C007,2019,10,0
C007,2019,11,0
C007,2019,12,0
C0D0,2019,1,7
C0D0,2019,2,2
C0D0,2019,3,0
C0D0,2019,4,1
C0D0,2019,5,0
C0D0,2019,6,0
C0D0,2019,7,0
C0D0,2019,8,0
C0D0,2019,9,0
C0D0,2019,10,0
C0D0,2019,11,0
C0D0,2019,12,6
C064,2019,1,0
C064,2019,2,0
C064,2019,3,0
C064,2019,4,0
C064,2019,5,0
C064,2019,6,0
C064,2019,7,0
C064,2019,8,0
C064,2019,9,0
C064,2019,10,0
C064,2019,11,0
C064,2019,12,0
C028,2019,1,4
C028,2019,2,1
C028,2019,3,0
C028,2019,4,0
C028,2019,5,0
C028,2019,6,0
C028,2019,7,0
C028,2019,8,0
C028,2019,9,0
C028,2019,10,0
C028,2019,11,0
C028,2019,12,0
C029,2019,1,4
C029,2019,2,0
C029,2019,3,0
C029,2019,4,0
C029,2019,5,0
C029,2019,6,0
C029,2019,7,0
C029,2019,8,0
C029,2019,9,0
C029,2019,10,0
C029,2019,11,0
C029,2019,12,0
