code,year,month,precipitacion_superior1mm_dias
C076,2016,1,11
C076,2016,2,16
C076,2016,3,16
C076,2016,4,14
C076,2016,5,9
C076,2016,6,7
C076,2016,7,2
C076,2016,8,1
C076,2016,9,8
C076,2016,10,4
C076,2016,11,12
C076,2016,12,4
C056,2016,1,12
C056,2016,2,16
C056,2016,3,14
C056,2016,4,14
C056,2016,5,9
C056,2016,6,7
C056,2016,7,2
C056,2016,8,4
C056,2016,9,7
C056,2016,10,5
C056,2016,11,12
C056,2016,12,3
C035,2016,1,15
C035,2016,2,17
C035,2016,3,19
C035,2016,4,16
C035,2016,5,12
C035,2016,6,5
C035,2016,7,8
C035,2016,8,6
C035,2016,9,10
C035,2016,10,5
C035,2016,11,13
C035,2016,12,5
C001,2016,1,13
C001,2016,2,17
C001,2016,3,17
C001,2016,4,14
C001,2016,5,9
C001,2016,6,8
C001,2016,7,3
C001,2016,8,3
C001,2016,9,9
C001,2016,10,7
C001,2016,11,11
C001,2016,12,3
C034,2016,1,15
C034,2016,2,12
C034,2016,3,14
C034,2016,4,14
C034,2016,5,10
C034,2016,6,4
C034,2016,7,2
C034,2016,8,2
C034,2016,9,5
C034,2016,10,2
C034,2016,11,12
C034,2016,12,4
C0AA,2016,1,12
C0AA,2016,2,18
C0AA,2016,3,16
C0AA,2016,4,14
C0AA,2016,5,9
C0AA,2016,6,7
C0AA,2016,7,2
C0AA,2016,8,2
C0AA,2016,9,8
C0AA,2016,10,6
C0AA,2016,11,13
C0AA,2016,12,3
C067,2016,1,14
C067,2016,2,16
C067,2016,3,17
C067,2016,4,11
C067,2016,5,11
C067,2016,6,6
C067,2016,7,9
C067,2016,8,4
C067,2016,9,9
C067,2016,10,4
C067,2016,11,12
C067,2016,12,5
C044,2016,1,20
C044,2016,2,17
C044,2016,3,18
C044,2016,4,17
C044,2016,5,11
C044,2016,6,8
C044,2016,7,8
C044,2016,8,3
C044,2016,9,8
C044,2016,10,5
C044,2016,11,13
C044,2016,12,5
C048,2016,1,11
C048,2016,2,18
C048,2016,3,14
C048,2016,4,16
C048,2016,5,11
C048,2016,6,6
C048,2016,7,2
C048,2016,8,2
C048,2016,9,8
C048,2016,10,5
C048,2016,11,11
C048,2016,12,4
C068,2016,1,16
C068,2016,2,19
C068,2016,3,18
C068,2016,4,11
C068,2016,5,12
C068,2016,6,8
C068,2016,7,3
C068,2016,8,3
C068,2016,9,8
C068,2016,10,6
C068,2016,11,14
C068,2016,12,4
C024,2016,1,16
C024,2016,2,19
C024,2016,3,19
C024,2016,4,15
C024,2016,5,12
C024,2016,6,8
C024,2016,7,6
C024,2016,8,3
C024,2016,9,9
C024,2016,10,6
C024,2016,11,15
C024,2016,12,7
C00A,2016,1,12
C00A,2016,2,15
C00A,2016,3,14
C00A,2016,4,9
C00A,2016,5,11
C00A,2016,6,3
C00A,2016,7,3
C00A,2016,9,4
C00A,2016,10,5
C00A,2016,11,10
C00A,2016,12,4
C047,2016,1,14
C047,2016,2,16
C047,2016,3,19
C047,2016,4,14
C047,2016,5,12
C047,2016,6,8
C047,2016,7,6
C047,2016,8,7
C047,2016,9,9
C047,2016,10,8
C047,2016,11,12
C047,2016,12,4
C031,2016,1,9
C031,2016,2,9
C031,2016,3,7
C031,2016,4,4
C031,2016,5,4
C031,2016,6,2
C031,2016,7,3
C031,2016,9,3
C031,2016,10,3
C031,2016,11,7
C031,2016,12,4
C041,2016,1,13
C041,2016,2,12
C041,2016,3,9
C041,2016,4,11
C041,2016,5,10
C041,2016,6,5
C041,2016,7,4
C041,2016,9,7
C041,2016,10,6
C041,2016,11,12
C041,2016,12,2
C055,2016,1,13
C055,2016,2,18
C055,2016,3,17
C055,2016,4,15
C055,2016,5,10
C055,2016,6,5
C055,2016,7,2
C055,2016,8,2
C055,2016,9,9
C055,2016,10,7
C055,2016,11,13
C055,2016,12,3
C060,2016,1,10
C060,2016,2,13
C060,2016,3,7
C060,2016,4,9
C060,2016,5,8
C060,2016,6,3
C060,2016,7,3
C060,2016,8,1
C060,2016,9,4
C060,2016,10,3
C060,2016,11,9
C060,2016,12,1
C030,2016,1,13
C030,2016,2,18
C030,2016,3,18
C030,2016,4,12
C030,2016,5,8
C030,2016,6,7
C030,2016,7,2
C030,2016,8,3
C030,2016,9,6
C030,2016,10,4
C030,2016,11,12
C030,2016,12,2
C051,2016,1,14
C051,2016,2,16
C051,2016,3,17
C051,2016,4,14
C051,2016,5,10
C051,2016,6,7
C051,2016,7,7
C051,2016,8,3
C051,2016,9,9
C051,2016,10,3
C051,2016,11,12
C051,2016,12,5
C0A0,2016,1,18
C0A0,2016,2,18
C0A0,2016,3,18
C0A0,2016,4,18
C0A0,2016,5,12
C0A0,2016,6,8
C0A0,2016,7,5
C0A0,2016,8,3
C0A0,2016,9,8
C0A0,2016,10,4
C0A0,2016,11,13
C0A0,2016,12,7
C049,2016,1,12
C049,2016,2,15
C049,2016,3,15
C049,2016,4,14
C049,2016,5,9
C049,2016,6,6
C049,2016,7,1
C049,2016,9,6
C049,2016,10,2
C049,2016,11,11
C049,2016,12,4
C020,2016,1,11
C020,2016,2,11
C020,2016,3,10
C020,2016,4,13
C020,2016,5,10
C020,2016,6,4
C020,2016,7,4
C020,2016,8,4
C020,2016,9,8
C020,2016,10,6
C020,2016,11,12
C020,2016,12,4
C070,2016,1,10
C070,2016,2,12
C070,2016,3,16
C070,2016,4,13
C070,2016,5,9
C070,2016,6,7
C070,2016,7,4
C070,2016,8,2
C070,2016,9,10
C070,2016,10,5
C070,2016,11,10
C070,2016,12,2
C050,2016,1,12
C050,2016,2,12
C050,2016,3,10
C050,2016,4,12
C050,2016,5,8
C050,2016,6,5
C050,2016,7,2
C050,2016,8,3
C050,2016,9,5
C050,2016,10,5
C050,2016,11,9
C050,2016,12,3
C0B1,2016,1,14
C0B1,2016,2,15
C0B1,2016,3,17
C0B1,2016,4,11
C0B1,2016,5,12
C0B1,2016,6,6
C0B1,2016,7,10
C0B1,2016,8,2
C0B1,2016,9,9
C0B1,2016,10,4
C0B1,2016,11,14
C0B1,2016,12,6
C079,2016,1,14
C079,2016,2,15
C079,2016,3,17
C079,2016,4,12
C079,2016,5,14
C079,2016,6,7
C079,2016,7,9
C079,2016,8,4
C079,2016,9,9
C079,2016,10,6
C079,2016,11,13
C079,2016,12,4
C0C1,2016,1,13
C0C1,2016,2,16
C0C1,2016,3,17
C0C1,2016,4,12
C0C1,2016,5,11
C0C1,2016,6,5
C0C1,2016,7,5
C0C1,2016,8,3
C0C1,2016,9,8
C0C1,2016,10,3
C0C1,2016,11,12
C0C1,2016,12,5
C061,2016,1,13
C061,2016,2,16
C061,2016,3,17
C061,2016,4,13
C061,2016,5,10
C061,2016,6,8
C061,2016,7,11
C061,2016,8,4
C061,2016,9,9
C061,2016,10,5
C061,2016,11,13
C061,2016,12,4
C032,2016,1,15
C032,2016,2,16
C032,2016,3,17
C032,2016,4,11
C032,2016,5,11
C032,2016,6,6
C032,2016,7,9
C032,2016,8,3
C032,2016,9,10
C032,2016,10,6
C032,2016,11,11
C032,2016,12,5
C002,2016,1,16
C002,2016,2,19
C002,2016,3,13
C002,2016,4,11
C002,2016,5,11
C002,2016,6,7
C002,2016,7,9
C002,2016,8,3
C002,2016,9,9
C002,2016,10,5
C002,2016,11,14
C002,2016,12,4
C0C2,2016,1,13
C0C2,2016,2,15
C0C2,2016,3,16
C0C2,2016,4,10
C0C2,2016,5,7
C0C2,2016,6,4
C0C2,2016,7,6
C0C2,2016,8,4
C0C2,2016,9,6
C0C2,2016,10,4
C0C2,2016,11,11
C0C2,2016,12,5
C069,2016,1,17
C069,2016,2,19
C069,2016,3,16
C069,2016,4,12
C069,2016,5,11
C069,2016,6,6
C069,2016,7,9
C069,2016,8,4
C069,2016,9,10
C069,2016,10,6
C069,2016,11,14
C069,2016,12,5
C0B6,2016,1,15
C0B6,2016,2,16
C0B6,2016,3,18
C0B6,2016,4,12
C0B6,2016,5,13
C0B6,2016,6,7
C0B6,2016,7,10
C0B6,2016,8,6
C0B6,2016,9,9
C0B6,2016,10,6
C0B6,2016,11,13
C0B6,2016,12,5
C0BE,2016,1,16
C0BE,2016,2,17
C0BE,2016,3,16
C0BE,2016,4,14
C0BE,2016,5,12
C0BE,2016,6,6
C0BE,2016,7,9
C0BE,2016,8,5
C0BE,2016,9,9
C0BE,2016,10,6
C0BE,2016,11,14
C0BE,2016,12,6
C065,2016,1,14
C065,2016,2,16
C065,2016,3,16
C065,2016,4,16
C065,2016,5,14
C065,2016,6,7
C065,2016,7,9
C065,2016,8,7
C065,2016,9,8
C065,2016,10,5
C065,2016,11,11
C065,2016,12,6
C003,2016,1,15
C003,2016,2,16
C003,2016,3,14
C003,2016,4,12
C003,2016,5,12
C003,2016,6,8
C003,2016,7,9
C003,2016,8,5
C003,2016,9,9
C003,2016,10,3
C003,2016,11,13
C003,2016,12,6
C039,2016,1,14
C039,2016,2,16
C039,2016,3,14
C039,2016,4,11
C039,2016,5,10
C039,2016,6,7
C039,2016,7,9
C039,2016,8,1
C039,2016,9,8
C039,2016,10,3
C039,2016,11,12
C039,2016,12,7
C075,2016,1,18
C075,2016,2,18
C075,2016,3,16
C075,2016,4,15
C075,2016,5,13
C075,2016,6,6
C075,2016,7,12
C075,2016,8,7
C075,2016,9,10
C075,2016,10,6
C075,2016,11,14
C075,2016,12,5
C074,2016,1,17
C074,2016,2,18
C074,2016,3,18
C074,2016,4,15
C074,2016,5,11
C074,2016,6,9
C074,2016,7,14
C074,2016,8,8
C074,2016,9,10
C074,2016,10,5
C074,2016,11,13
C074,2016,12,6
C038,2016,1,15
C038,2016,2,17
C038,2016,3,14
C038,2016,4,12
C038,2016,5,13
C038,2016,6,8
C038,2016,7,8
C038,2016,8,5
C038,2016,9,8
C038,2016,10,4
C038,2016,11,13
C038,2016,12,6
C033,2016,1,14
C033,2016,2,16
C033,2016,3,18
C033,2016,4,11
C033,2016,5,13
C033,2016,6,9
C033,2016,7,12
C033,2016,8,5
C033,2016,9,8
C033,2016,10,5
C033,2016,11,13
C033,2016,12,5
C0BD,2016,1,17
C0BD,2016,2,19
C0BD,2016,3,18
C0BD,2016,4,15
C0BD,2016,5,14
C0BD,2016,6,9
C0BD,2016,7,11
C0BD,2016,8,4
C0BD,2016,9,9
C0BD,2016,10,6
C0BD,2016,11,15
C0BD,2016,12,6
C036,2016,1,15
C036,2016,2,16
C036,2016,3,16
C036,2016,4,14
C036,2016,5,12
C036,2016,6,8
C036,2016,7,7
C036,2016,8,5
C036,2016,9,8
C036,2016,10,4
C036,2016,11,13
C036,2016,12,6
C045,2016,1,14
C045,2016,2,17
C045,2016,3,14
C045,2016,4,15
C045,2016,5,10
C045,2016,6,7
C045,2016,7,9
C045,2016,8,6
C045,2016,9,9
C045,2016,10,3
C045,2016,11,12
C045,2016,12,6
C0B7,2016,1,16
C0B7,2016,2,18
C0B7,2016,3,17
C0B7,2016,4,14
C0B7,2016,5,12
C0B7,2016,6,11
C0B7,2016,7,11
C0B7,2016,8,5
C0B7,2016,9,10
C0B7,2016,10,4
C0B7,2016,11,14
C0B7,2016,12,5
C019,2016,1,16
C019,2016,2,16
C019,2016,3,16
C019,2016,4,12
C019,2016,5,12
C019,2016,6,8
C019,2016,7,12
C019,2016,8,7
C019,2016,9,8
C019,2016,10,6
C019,2016,11,14
C019,2016,12,6
C057,2016,1,16
C057,2016,2,18
C057,2016,3,16
C057,2016,4,12
C057,2016,5,11
C057,2016,6,7
C057,2016,7,8
C057,2016,8,4
C057,2016,9,8
C057,2016,10,6
C057,2016,11,13
C057,2016,12,4
C063,2016,1,15
C063,2016,2,17
C063,2016,3,16
C063,2016,4,12
C063,2016,5,14
C063,2016,6,6
C063,2016,7,9
C063,2016,8,4
C063,2016,9,9
C063,2016,10,4
C063,2016,11,14
C063,2016,12,5
C046,2016,1,13
C046,2016,2,16
C046,2016,3,16
C046,2016,4,12
C046,2016,5,14
C046,2016,6,11
C046,2016,7,15
C046,2016,8,8
C046,2016,9,11
C046,2016,10,6
C046,2016,11,13
C046,2016,12,6
C0BA,2016,1,17
C0BA,2016,2,17
C0BA,2016,3,14
C0BA,2016,4,13
C0BA,2016,5,12
C0BA,2016,6,6
C0BA,2016,7,9
C0BA,2016,8,5
C0BA,2016,9,11
C0BA,2016,10,6
C0BA,2016,11,14
C0BA,2016,12,7
C059,2016,1,14
C059,2016,2,15
C059,2016,3,16
C059,2016,4,13
C059,2016,5,10
C059,2016,6,6
C059,2016,7,4
C059,2016,8,3
C059,2016,9,6
C059,2016,10,3
C059,2016,11,11
C059,2016,12,6
C072,2016,1,17
C072,2016,2,17
C072,2016,3,19
C072,2016,4,16
C072,2016,5,11
C072,2016,6,6
C072,2016,7,11
C072,2016,8,10
C072,2016,9,11
C072,2016,10,6
C072,2016,11,11
C072,2016,12,5
C0B4,2016,1,15
C0B4,2016,2,17
C0B4,2016,3,17
C0B4,2016,4,13
C0B4,2016,5,11
C0B4,2016,6,6
C0B4,2016,7,11
C0B4,2016,8,3
C0B4,2016,9,9
C0B4,2016,10,4
C0B4,2016,11,12
C0B4,2016,12,5
C054,2016,1,18
C054,2016,2,17
C054,2016,3,17
C054,2016,4,15
C054,2016,5,13
C054,2016,6,9
C054,2016,7,9
C054,2016,8,5
C054,2016,9,9
C054,2016,10,5
C054,2016,11,13
C054,2016,12,7
C042,2016,1,14
C042,2016,2,17
C042,2016,3,13
C042,2016,4,10
C042,2016,5,10
C042,2016,6,7
C042,2016,7,7
C042,2016,8,6
C042,2016,9,8
C042,2016,10,5
C042,2016,11,11
C042,2016,12,6
C0B9,2016,1,15
C0B9,2016,2,17
C0B9,2016,3,14
C0B9,2016,4,12
C0B9,2016,5,12
C0B9,2016,6,8
C0B9,2016,7,11
C0B9,2016,8,3
C0B9,2016,9,8
C0B9,2016,10,4
C0B9,2016,11,12
C0B9,2016,12,6
C0C3,2016,1,16
C0C3,2016,2,15
C0C3,2016,3,17
C0C3,2016,4,14
C0C3,2016,5,8
C0C3,2016,6,5
C0C3,2016,7,6
C0C3,2016,8,3
C0C3,2016,9,8
C0C3,2016,10,4
C0C3,2016,11,11
C0C3,2016,12,5
C022,2016,1,17
C022,2016,2,16
C022,2016,3,16
C022,2016,4,13
C022,2016,5,13
C022,2016,6,12
C022,2016,7,14
C022,2016,8,7
C022,2016,9,11
C022,2016,10,5
C022,2016,11,13
C022,2016,12,4
C0B3,2016,1,14
C0B3,2016,2,15
C0B3,2016,3,18
C0B3,2016,4,12
C0B3,2016,5,14
C0B3,2016,6,9
C0B3,2016,7,12
C0B3,2016,8,3
C0B3,2016,9,8
C0B3,2016,10,5
C0B3,2016,11,13
C0B3,2016,12,5
C037,2016,1,14
C037,2016,2,17
C037,2016,3,17
C037,2016,4,12
C037,2016,5,13
C037,2016,6,10
C037,2016,7,11
C037,2016,8,3
C037,2016,9,9
C037,2016,10,4
C037,2016,11,13
C037,2016,12,5
C0E5,2016,1,15
C0E5,2016,2,16
C0E5,2016,3,19
C0E5,2016,4,15
C0E5,2016,5,15
C0E5,2016,6,8
C0E5,2016,7,9
C0E5,2016,8,7
C0E5,2016,9,11
C0E5,2016,10,7
C0E5,2016,11,12
C0E5,2016,12,5
C0DB,2016,1,16
C0DB,2016,2,18
C0DB,2016,3,19
C0DB,2016,4,17
C0DB,2016,5,13
C0DB,2016,6,7
C0DB,2016,7,9
C0DB,2016,8,6
C0DB,2016,9,11
C0DB,2016,10,7
C0DB,2016,11,14
C0DB,2016,12,6
C0D3,2016,1,16
C0D3,2016,2,18
C0D3,2016,3,17
C0D3,2016,4,15
C0D3,2016,5,12
C0D3,2016,6,8
C0D3,2016,7,13
C0D3,2016,8,7
C0D3,2016,9,10
C0D3,2016,10,6
C0D3,2016,11,14
C0D3,2016,12,5
C0DD,2016,1,16
C0DD,2016,2,19
C0DD,2016,3,19
C0DD,2016,4,15
C0DD,2016,5,11
C0DD,2016,6,8
C0DD,2016,7,13
C0DD,2016,8,7
C0DD,2016,9,13
C0DD,2016,10,7
C0DD,2016,11,13
C0DD,2016,12,5
C0E9,2016,1,19
C0E9,2016,2,16
C0E9,2016,3,18
C0E9,2016,4,17
C0E9,2016,5,14
C0E9,2016,6,8
C0E9,2016,7,6
C0E9,2016,8,5
C0E9,2016,9,9
C0E9,2016,10,6
C0E9,2016,11,13
C0E9,2016,12,6
C078,2016,1,16
C078,2016,2,19
C078,2016,3,17
C078,2016,4,14
C078,2016,5,12
C078,2016,6,6
C078,2016,7,9
C078,2016,8,5
C078,2016,9,11
C078,2016,10,5
C078,2016,11,15
C078,2016,12,7
C052,2016,1,18
C052,2016,2,18
C052,2016,3,18
C052,2016,4,18
C052,2016,5,16
C052,2016,6,9
C052,2016,7,12
C052,2016,8,9
C052,2016,9,12
C052,2016,10,5
C052,2016,11,15
C052,2016,12,6
C0E1,2016,1,14
C0E1,2016,2,16
C0E1,2016,3,18
C0E1,2016,4,15
C0E1,2016,5,13
C0E1,2016,6,8
C0E1,2016,7,7
C0E1,2016,8,8
C0E1,2016,9,11
C0E1,2016,10,6
C0E1,2016,11,12
C0E1,2016,12,4
C077,2016,1,17
C077,2016,2,18
C077,2016,3,17
C077,2016,4,13
C077,2016,5,15
C077,2016,6,9
C077,2016,7,14
C077,2016,8,8
C077,2016,9,14
C077,2016,10,5
C077,2016,11,12
C077,2016,12,5
C080,2016,1,19
C080,2016,2,18
C080,2016,3,19
C080,2016,4,16
C080,2016,5,17
C080,2016,6,10
C080,2016,7,10
C080,2016,8,8
C080,2016,9,12
C080,2016,10,6
C080,2016,11,17
C080,2016,12,5
C0E8,2016,1,15
C0E8,2016,2,17
C0E8,2016,3,19
C0E8,2016,4,16
C0E8,2016,5,15
C0E8,2016,6,8
C0E8,2016,7,7
C0E8,2016,8,7
C0E8,2016,9,14
C0E8,2016,10,5
C0E8,2016,11,13
C0E8,2016,12,6
C023,2016,1,16
C023,2016,2,19
C023,2016,3,16
C023,2016,4,16
C023,2016,5,14
C023,2016,6,5
C023,2016,7,8
C023,2016,8,5
C023,2016,9,12
C023,2016,10,6
C023,2016,11,13
C023,2016,12,6
C084,2016,1,19
C084,2016,2,16
C084,2016,3,17
C084,2016,4,14
C084,2016,5,15
C084,2016,6,9
C084,2016,7,8
C084,2016,8,8
C084,2016,9,12
C084,2016,10,5
C084,2016,11,16
C084,2016,12,4
C0EA,2016,1,16
C0EA,2016,2,18
C0EA,2016,3,20
C0EA,2016,4,14
C0EA,2016,5,13
C0EA,2016,6,9
C0EA,2016,7,9
C0EA,2016,8,8
C0EA,2016,9,14
C0EA,2016,10,6
C0EA,2016,11,13
C0EA,2016,12,6
C026,2016,1,18
C026,2016,2,18
C026,2016,3,19
C026,2016,4,17
C026,2016,5,15
C026,2016,6,10
C026,2016,7,11
C026,2016,8,9
C026,2016,9,13
C026,2016,10,4
C026,2016,11,14
C026,2016,12,6
C058,2016,1,16
C058,2016,2,18
C058,2016,3,19
C058,2016,4,18
C058,2016,5,12
C058,2016,6,9
C058,2016,7,12
C058,2016,8,8
C058,2016,9,14
C058,2016,10,6
C058,2016,11,14
C058,2016,12,7
C0F0,2016,1,18
C0F0,2016,2,17
C0F0,2016,3,18
C0F0,2016,4,15
C0F0,2016,5,17
C0F0,2016,6,10
C0F0,2016,7,13
C0F0,2016,8,9
C0F0,2016,9,13
C0F0,2016,10,6
C0F0,2016,11,15
C0F0,2016,12,4
C0E7,2016,1,16
C0E7,2016,2,17
C0E7,2016,3,18
C0E7,2016,4,14
C0E7,2016,5,12
C0E7,2016,6,6
C0E7,2016,7,5
C0E7,2016,8,4
C0E7,2016,9,10
C0E7,2016,10,6
C0E7,2016,11,12
C0E7,2016,12,6
C0DC,2016,1,15
C0DC,2016,2,18
C0DC,2016,3,19
C0DC,2016,4,16
C0DC,2016,5,13
C0DC,2016,6,6
C0DC,2016,7,11
C0DC,2016,8,7
C0DC,2016,9,12
C0DC,2016,10,6
C0DC,2016,11,14
C0DC,2016,12,6
C0EC,2016,1,18
C0EC,2016,2,18
C0EC,2016,3,18
C0EC,2016,4,13
C0EC,2016,5,15
C0EC,2016,6,7
C0EC,2016,7,13
C0EC,2016,8,9
C0EC,2016,9,11
C0EC,2016,10,5
C0EC,2016,11,15
C0EC,2016,12,3
C0DE,2016,1,18
C0DE,2016,2,18
C0DE,2016,3,19
C0DE,2016,4,17
C0DE,2016,5,14
C0DE,2016,6,8
C0DE,2016,7,13
C0DE,2016,8,8
C0DE,2016,9,13
C0DE,2016,10,7
C0DE,2016,11,14
C0DE,2016,12,6
C017,2016,1,18
C017,2016,2,17
C017,2016,3,17
C017,2016,4,14
C017,2016,5,14
C017,2016,6,10
C017,2016,7,10
C017,2016,8,7
C017,2016,9,14
C017,2016,10,6
C017,2016,11,15
C017,2016,12,4
C0F4,2016,1,18
C0F4,2016,2,16
C0F4,2016,3,18
C0F4,2016,4,13
C0F4,2016,5,16
C0F4,2016,6,8
C0F4,2016,7,12
C0F4,2016,8,8
C0F4,2016,9,12
C0F4,2016,10,5
C0F4,2016,11,15
C0F4,2016,12,4
C0D1,2016,1,15
C0D1,2016,2,18
C0D1,2016,3,18
C0D1,2016,4,17
C0D1,2016,5,12
C0D1,2016,6,6
C0D1,2016,7,8
C0D1,2016,8,7
C0D1,2016,9,10
C0D1,2016,10,6
C0D1,2016,11,13
C0D1,2016,12,6
C043,2016,1,14
C043,2016,2,16
C043,2016,3,18
C043,2016,4,15
C043,2016,5,15
C043,2016,6,8
C043,2016,7,3
C043,2016,8,6
C043,2016,9,10
C043,2016,10,6
C043,2016,11,12
C043,2016,12,5
C0D2,2016,1,16
C0D2,2016,2,19
C0D2,2016,3,18
C0D2,2016,4,16
C0D2,2016,5,10
C0D2,2016,6,5
C0D2,2016,7,9
C0D2,2016,8,6
C0D2,2016,9,10
C0D2,2016,10,6
C0D2,2016,11,13
C0D2,2016,12,6
C0D0,2016,1,14
C0D0,2016,2,18
C0D0,2016,3,20
C0D0,2016,4,19
C0D0,2016,5,8
C0D0,2016,6,8
C0D0,2016,7,12
C0D0,2016,8,6
C0D0,2016,9,12
C0D0,2016,10,7
C0D0,2016,11,16
C0D0,2016,12,5
C064,2016,1,16
C064,2016,2,15
C064,2016,3,16
C064,2016,4,12
C064,2016,5,12
C064,2016,6,6
C064,2016,7,10
C064,2016,8,8
C064,2016,9,12
C064,2016,10,6
C064,2016,11,13
C064,2016,12,3
C028,2016,1,18
C028,2016,2,18
C028,2016,3,20
C028,2016,4,18
C028,2016,5,13
C028,2016,6,8
C028,2016,7,10
C028,2016,8,8
C028,2016,9,14
C028,2016,10,7
C028,2016,11,15
C028,2016,12,6
C029,2016,1,15
C029,2016,2,18
C029,2016,3,18
C029,2016,4,12
C029,2016,5,14
C029,2016,6,8
C029,2016,7,11
C029,2016,8,7
C029,2016,9,11
C029,2016,10,6
C029,2016,11,12
C029,2016,12,6
C076,2017,1,7
C076,2017,2,9
C076,2017,3,7
C076,2017,4,5
C076,2017,5,8
C076,2017,6,11
C076,2017,7,3
C076,2017,8,3
C076,2017,9,3
C076,2017,10,4
C076,2017,11,11
C076,2017,12,19
C056,2017,1,7
C056,2017,2,9
C056,2017,3,8
C056,2017,4,6
C056,2017,5,8
C056,2017,6,11
C056,2017,7,4
C056,2017,8,4
C056,2017,9,6
C056,2017,10,4
C056,2017,11,11
C056,2017,12,15
C035,2017,1,9
C035,2017,2,10
C035,2017,3,10
C035,2017,4,8
C035,2017,5,8
C035,2017,6,10
C035,2017,7,4
C035,2017,8,7
C035,2017,9,8
C035,2017,10,6
C035,2017,11,12
C035,2017,12,20
C016,2017,1,6
C016,2017,2,9
C016,2017,3,7
C016,2017,4,5
C016,2017,5,7
C016,2017,6,10
C016,2017,7,3
C016,2017,8,4
C016,2017,9,4
C016,2017,10,5
C016,2017,11,11
C016,2017,12,15
C034,2017,1,8
C034,2017,2,10
C034,2017,3,6
C034,2017,4,7
C034,2017,5,10
C034,2017,6,10
C034,2017,7,1
C034,2017,8,3
C034,2017,9,2
C034,2017,10,2
C034,2017,11,10
C034,2017,12,14
C0AA,2017,1,9
C0AA,2017,2,10
C0AA,2017,3,6
C0AA,2017,4,5
C0AA,2017,5,7
C0AA,2017,6,11
C0AA,2017,7,4
C0AA,2017,8,3
C0AA,2017,9,3
C0AA,2017,10,5
C0AA,2017,11,13
C0AA,2017,12,14
C067,2017,1,8
C067,2017,2,10
C067,2017,3,7
C067,2017,4,6
C067,2017,5,9
C067,2017,6,13
C067,2017,7,6
C067,2017,8,7
C067,2017,9,12
C067,2017,10,5
C067,2017,11,14
C067,2017,12,18
C044,2017,1,9
C044,2017,2,10
C044,2017,3,8
C044,2017,4,8
C044,2017,5,7
C044,2017,6,10
C044,2017,7,4
C044,2017,8,5
C044,2017,9,8
C044,2017,10,4
C044,2017,11,14
C044,2017,12,20
C048,2017,1,8
C048,2017,2,10
C048,2017,3,9
C048,2017,4,6
C048,2017,5,8
C048,2017,6,11
C048,2017,7,4
C048,2017,8,7
C048,2017,9,4
C048,2017,10,5
C048,2017,11,13
C048,2017,12,15
C068,2017,1,10
C068,2017,2,12
C068,2017,3,11
C068,2017,4,6
C068,2017,5,8
C068,2017,6,11
C068,2017,7,4
C068,2017,8,4
C068,2017,9,5
C068,2017,10,7
C068,2017,11,16
C068,2017,12,19
C024,2017,1,9
C024,2017,2,10
C024,2017,3,10
C024,2017,4,7
C024,2017,5,8
C024,2017,6,12
C024,2017,7,4
C024,2017,8,9
C024,2017,9,9
C024,2017,10,7
C024,2017,11,15
C024,2017,12,18
C0A0,2017,1,7
C0A0,2017,2,11
C0A0,2017,3,7
C0A0,2017,4,4
C0A0,2017,5,9
C0A0,2017,6,10
C0A0,2017,7,2
C0A0,2017,8,5
C0A0,2017,9,3
C0A0,2017,10,3
C0A0,2017,11,10
C0A0,2017,12,15
C047,2017,1,8
C047,2017,2,10
C047,2017,3,10
C047,2017,4,7
C047,2017,5,8
C047,2017,6,12
C047,2017,7,5
C047,2017,8,9
C047,2017,9,8
C047,2017,10,6
C047,2017,11,12
C047,2017,12,16
C031,2017,1,4
C031,2017,2,9
C031,2017,3,3
C031,2017,4,2
C031,2017,5,9
C031,2017,6,8
C031,2017,7,4
