code,year,month,viento_media_velocidades_maximas
C070,2019,3,57.3
C070,2019,4,56.8
C070,2019,5,51.6
C070,2019,6,53.8
C070,2019,7,52.1
C070,2019,8,47.2
C070,2019,9,50.3
C070,2019,10,54.0
C070,2019,11,71.8
C070,2019,12,62.3
C050,2019,1,32.6
C050,2019,2,34.2
C050,2019,3,38.7
C050,2019,4,40.8
C050,2019,5,37.3
C050,2019,6,41.3
C050,2019,7,42.7
C050,2019,8,39.9
C050,2019,9,38.0
C050,2019,10,36.6
C050,2019,11,47.6
C050,2019,12,38.6
C061,2019,1,44.1
C061,2019,2,55.2
C061,2019,3,45.1
C061,2019,4,47.5
C061,2019,5,37.0
C061,2019,6,34.4
C061,2019,7,28.0
C061,2019,8,27.9
C061,2019,9,35.9
C061,2019,10,51.6
C061,2019,11,69.7
C061,2019,12,59.0
C032,2019,1,26.4
C032,2019,2,29.4
C032,2019,3,33.5
C032,2019,4,32.0
C032,2019,5,29.7
C032,2019,6,34.6
C032,2019,7,32.4
C032,2019,8,30.7
C032,2019,9,31.3
C032,2019,10,27.2
C032,2019,11,31.0
C032,2019,12,29.3
C002,2019,1,32.5
C002,2019,2,29.9
C002,2019,3,34.2
C002,2019,4,34.3
C002,2019,5,32.9
C002,2019,6,32.4
C002,2019,7,28.9
C002,2019,8,26.5
C002,2019,9,28.6
C002,2019,10,26.5
C002,2019,11,42.0
C002,2019,12,37.9
C069,2019,1,46.0
C069,2019,2,42.7
C069,2019,3,41.3
C069,2019,4,41.3
C069,2019,5,41.2
C069,2019,6,40.5
C069,2019,7,34.0
C069,2019,8,28.5
C069,2019,9,36.6
C069,2019,10,45.0
C069,2019,11,64.5
C069,2019,12,54.1
C065,2019,1,51.1
C065,2019,2,52.2
C065,2019,3,50.0
C065,2019,4,54.0
C065,2019,5,46.3
C065,2019,6,41.9
C065,2019,7,32.9
C065,2019,10,55.5
C065,2019,11,82.3
C065,2019,12,69.4
C003,2019,1,30.0
C003,2019,2,32.9
C003,2019,3,36.7
C003,2019,4,36.4
C003,2019,5,32.7
C003,2019,6,34.0
C003,2019,7,28.5
C003,2019,8,27.9
C003,2019,9,29.0
C003,2019,10,30.5
C003,2019,11,42.1
C003,2019,12,38.3
C039,2019,1,39.7
C039,2019,2,42.5
C039,2019,3,41.1
C039,2019,4,43.1
C039,2019,5,38.7
C039,2019,6,39.3
C039,2019,7,34.2
C039,2019,8,34.1
C039,2019,9,37.9
C039,2019,10,41.5
C039,2019,11,55.4
C039,2019,12,51.3
C075,2019,1,33.6
C075,2019,2,30.0
C075,2019,3,35.2
C075,2019,4,35.8
C075,2019,5,32.1
C075,2019,6,31.9
C075,2019,7,29.1
C075,2019,8,25.1
C075,2019,9,30.0
C075,2019,10,29.3
C075,2019,11,39.7
C075,2019,12,37.1
C038,2019,1,33.4
C038,2019,2,36.6
C038,2019,3,35.9
C038,2019,9,34.1
C038,2019,10,37.6
C038,2019,11,51.1
C038,2019,12,43.9
C033,2019,1,30.3
C033,2019,2,36.4
C033,2019,3,39.9
C033,2019,4,40.7
C033,2019,5,34.6
C033,2019,6,38.2
C033,2019,7,32.7
C033,2019,8,32.3
C033,2019,9,32.5
C033,2019,10,33.1
C033,2019,11,41.8
C033,2019,12,37.7
C036,2019,1,35.8
C036,2019,2,35.7
C036,2019,3,41.8
C036,2019,4,40.4
C036,2019,5,35.5
C036,2019,6,39.4
C036,2019,7,34.5
C036,2019,8,31.5
C036,2019,9,34.4
C036,2019,10,33.4
C036,2019,11,47.0
C036,2019,12,41.3
C045,2019,1,55.6
C045,2019,2,55.8
C045,2019,3,52.8
C045,2019,4,56.4
C045,2019,5,47.9
C045,2019,6,46.8
C045,2019,7,41.1
C045,2019,8,41.6
C045,2019,9,48.1
C045,2019,10,59.6
C045,2019,11,79.7
C045,2019,12,68.1
C019,2019,1,65.4
C019,2019,2,67.8
C019,2019,3,53.6
C019,2019,4,69.7
C019,2019,5,57.8
C019,2019,6,51.8
C019,2019,7,43.3
C019,2019,8,41.1
C019,2019,9,50.0
C019,2019,10,66.6
C019,2019,11,92.9
C019,2019,12,80.2
C057,2019,1,36.6
C057,2019,2,36.3
C057,2019,3,39.2
C057,2019,4,38.6
C057,2019,5,36.3
C057,2019,6,36.1
C057,2019,7,31.6
C057,2019,8,30.0
C057,2019,9,32.9
C057,2019,10,32.3
C057,2019,11,52.1
C057,2019,12,44.7
C046,2019,1,66.1
C046,2019,2,60.5
C046,2019,3,60.6
C046,2019,4,60.3
C046,2019,5,54.9
C046,2019,6,50.1
C046,2019,7,43.5
C046,2019,8,42.4
C046,2019,9,52.9
C046,2019,10,58.6
C046,2019,11,80.3
C046,2019,12,74.6
C059,2019,1,43.2
C059,2019,2,41.0
C059,2019,3,43.8
C059,2019,4,45.5
C059,2019,5,43.1
C059,2019,6,42.1
C059,2019,7,36.3
C059,2019,8,38.4
C059,2019,9,33.3
C059,2019,10,42.4
C059,2019,11,57.1
C059,2019,12,51.1
C072,2019,1,57.7
C072,2019,2,63.4
C072,2019,3,59.0
C072,2019,4,61.1
C072,2019,5,48.4
C072,2019,6,54.2
C072,2019,7,49.0
C072,2019,8,48.3
C072,2019,9,53.5
C072,2019,10,60.8
C072,2019,11,76.8
C072,2019,12,74.5
C0B4,2019,1,23.5
C0B4,2019,2,29.6
C0B4,2019,3,32.9
C0B4,2019,4,31.6
C0B4,2019,5,26.7
C0B4,2019,6,29.8
C0B4,2019,7,28.6
C0B4,2019,8,29.1
C0B4,2019,9,29.9
C0B4,2019,10,27.1
C0B4,2019,11,26.6
C0B4,2019,12,28.5
C054,2019,1,33.6
C054,2019,2,31.3
C054,2019,3,32.3
C054,2019,4,32.4
C054,2019,5,31.5
C054,2019,6,30.0
C054,2019,7,29.1
C054,2019,8,27.4
C054,2019,9,26.9
C054,2019,10,27.8
C054,2019,11,37.4
C054,2019,12,33.3
C042,2019,1,53.3
C042,2019,2,55.4
C042,2019,3,50.0
C042,2019,4,51.9
C042,2019,5,47.7
C042,2019,6,48.3
C042,2019,7,38.4
C042,2019,8,37.0
C042,2019,9,43.3
C042,2019,10,51.7
C042,2019,11,72.5
C042,2019,12,62.2
C0C3,2019,1,26.8
C0C3,2019,2,30.3
C0C3,2019,3,37.9
C0C3,2019,4,35.1
C0C3,2019,5,32.8
C0C3,2019,6,39.5
C0C3,2019,7,35.3
C0C3,2019,8,34.2
C0C3,2019,9,34.2
C0C3,2019,10,29.8
C0C3,2019,11,33.3
C0C3,2019,12,30.7
C066,2019,1,52.8
C066,2019,2,53.3
C066,2019,3,50.9
C066,2019,4,50.7
C066,2019,5,43.6
C066,2019,6,47.3
C066,2019,7,40.9
C066,2019,8,41.3
C066,2019,9,45.7
C066,2019,10,52.4
C066,2019,11,69.4
C066,2019,12,62.8
C022,2019,1,44.0
C022,2019,2,43.7
C022,2019,3,40.4
C022,2019,4,40.0
C022,2019,5,35.0
C022,2019,6,31.8
C022,2019,7,27.2
C022,2019,8,27.5
C022,2019,9,31.2
C022,2019,10,34.4
C022,2019,11,46.1
C022,2019,12,45.2
C037,2019,2,43.9
C037,2019,3,43.7
C037,2019,4,43.2
C037,2019,5,38.0
C037,2019,6,41.4
C037,2019,7,35.7
C037,2019,8,34.5
C037,2019,9,37.6
C037,2019,10,42.8
C037,2019,11,54.1
C037,2019,12,50.0
C023,2019,1,39.4
C023,2019,2,36.2
C023,2019,3,43.7
C023,2019,4,42.8
C023,2019,5,39.5
C023,2019,6,35.0
C023,2019,7,34.4
C023,2019,8,31.6
C023,2019,9,33.5
C023,2019,10,36.9
C023,2019,11,49.1
C023,2019,12,41.6
C026,2019,1,34.6
C026,2019,2,36.6
C026,2019,3,38.3
C026,2019,4,37.0
C026,2019,5,33.0
C026,2019,6,31.7
C026,2019,7,27.9
C026,2019,8,27.2
C026,2019,9,31.3
C026,2019,10,31.7
C026,2019,11,41.5
C026,2019,12,38.0
C058,2019,1,44.3
C058,2019,2,39.0
C058,2019,3,42.5
C058,2019,4,39.7
C058,2019,5,37.0
C058,2019,6,33.7
C058,2019,7,30.0
C058,2019,8,29.3
C058,2019,9,34.0
C058,2019,10,37.1
C058,2019,11,49.7
C058,2019,12,47.8
C018,2019,1,50.6
C018,2019,2,40.9
C018,2019,3,42.8
C018,2019,4,43.3
C018,2019,5,41.2
C018,2019,6,42.4
C018,2019,7,41.1
C018,2019,8,30.3
C018,2019,9,36.7
C018,2019,10,42.4
C018,2019,11,66.0
C018,2019,12,52.9
C071,2019,1,55.1
C071,2019,2,53.5
C071,2019,3,47.2
C071,2019,4,42.6
C071,2019,7,40.7
C071,2019,8,38.0
C071,2019,9,42.9
C071,2019,10,51.9
C071,2019,12,68.1
C0EC,2019,1,30.6
C0EC,2019,2,35.2
C0EC,2019,3,32.2
C0EC,2019,4,34.3
C0EC,2019,5,27.0
C0EC,2019,6,26.7
C0EC,2019,7,23.9
C0EC,2019,8,22.2
C0EC,2019,9,27.5
C0EC,2019,10,28.4
C0EC,2019,11,37.8
C0EC,2019,12,39.7
C017,2019,1,41.5
C017,2019,2,38.6
C017,2019,3,38.9
C017,2019,4,39.5
C017,2019,5,35.0
C017,2019,6,33.7
C017,2019,7,29.5
C017,2019,8,28.6
C017,2019,9,31.8
C017,2019,10,34.6
C017,2019,11,50.4
C017,2019,12,48.7
C043,2019,1,29.9
C043,2019,2,34.9
C043,2019,3,40.2
C043,2019,4,38.1
C043,2019,5,32.4
C043,2019,6,34.1
C043,2019,7,29.5
C043,2019,8,28.9
C043,2019,9,30.7
C043,2019,10,32.1
C043,2019,11,41.7
C043,2019,12,36.9
C007,2019,1,52.1
C007,2019,2,45.3
C007,2019,3,44.3
C007,2019,4,47.4
C007,2019,5,42.9
C007,2019,6,43.4
C007,2019,7,41.5
C007,2019,8,30.6
C007,2019,9,36.9
C007,2019,10,42.2
C007,2019,11,67.0
C007,2019,12,59.5
C064,2019,1,51.3
C064,2019,2,46.9
C064,2019,3,47.2
C064,2019,4,42.9
C064,2019,5,41.3
C064,2019,6,37.3
C064,2019,7,32.3
C064,2019,8,31.7
C064,2019,9,37.2
C064,2019,10,41.5
C064,2019,11,63.2
C064,2019,12,55.6
C028,2019,1,41.1
C028,2019,2,44.6
C028,2019,3,43.2
C028,2019,4,46.3
C028,2019,5,37.7
C028,2019,6,36.6
C028,2019,7,30.8
C028,2019,8,28.8
C028,2019,9,35.1
C028,2019,10,44.2
C028,2019,11,60.5
C028,2019,12,52.5
C029,2019,1,38.3
C029,2019,2,44.4
C029,2019,3,41.3
C029,2019,4,41.5
C029,2019,5,34.5
C029,2019,6,31.4
C029,2019,7,26.2
C029,2019,8,27.4
C029,2019,9,34.2
C029,2019,10,37.8
C029,2019,11,50.8
C029,2019,12,51.8
