COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C0F0;Ereñozu;25;3.4;3.2;2.5;2.2;13.5;2.4;3.5;3.2;4.4;7.3;2.3;3.9;13.5
C0F1;Eskas;650;3.2;3.1;4.3;4;3.5;7.7;3.1;3.1;4.8;4.3;3;6;7.7
C0E7;Estanda;195;1.8;1.3;1.7;3.2;2.8;9.9;6.3;1.7;3.7;4;1;1.2;9.9
C0DC;Ibai Eder;90;4.5;2.9;2;3.5;2;3.9;7;3.2;2.9;7.3;1.9;2;7.3
C0EC;Lasarte;18;1.9;3.2;4;3.5;5.2;3.4;8.5;2.8;6.1;7.7;3.4;1.9;8.5
C0DE;Matxinbenta;250;2.8;1.5;2;2.6;1.8;5.9;5.4;1.8;2.4;3.1;1.8;1.7;5.9
C017;Miramon;113;2.6;2.4;1.9;2.1;7.9;5.8;4.1;3.9;4.1;4.7;3.8;3.3;7.9
C0F4;Oiartzun;53;3.7;3.8;2.5;3.3;8.6;3.4;8.2;3.1;4.7;6.5;2;3.1;8.6
C0D1;Oñati;195;1.9;1.1;2.2;2;2.8;4;3.8;2.6;3.1;3.1;1.4;1.2;4.0
C043;Ordizia;243;1.3;1.1;1.5;3.1;3.1;4.5;18.5;1;5;2.7;2.4;1.4;18.5
C0D2;San Prudentzio;175;1.7;1.4;2.4;1.8;4.3;3.5;5;1.1;3.1;3.4;1.7;1.5;5.0
C0D0;Urkulu;340;1.2;1.5;3;3.2;4.8;4.3;7.4;1.9;3.3;3.4;1.5;1.6;7.4
C064;Zarautz;80;1.6;2.5;0.9;2.3;8.3;2.7;6.7;3.6;1.4;4.9;4.7;2.2;8.3
C028;Zegama;520;1.7;1.2;2.7;4;13.2;7.4;10.3;0.8;9.9;2.7;2.4;1.4;13.2
C029;Zizurkil;149;4.5;1.6;1.6;1.9;2.9;5;4.3;1.9;4.5;7.9;2.4;2.1;7.9
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;PRECIPITACIÓN MÁXIMA EN 10 MINUTOS (l/m2);;;;;;;;;;;
