COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C0DE;Matxinbenta;250;1.8;4.2;2.2;3.6;7.5;3.7;2.7;8.5;11.5;2.3;1.7;0.9;11.5
C017;Miramon;113;2.2;2.3;3.3;2.9;9.1;2.5;5.7;2.4;5.8;8.2;5.2;1.6;9.1
C0F4;Oiartzun;53;2.6;2.4;3.5;4.9;5.6;2.4;4.7;1.8;7.5;4;3.7;0.8;7.5
C0D1;Oñati;195;1;2.4;2.2;2.3;4.7;3;5.9;3.5;6.9;2.1;2;0.4;6.9
C043;Ordizia;243;1.2;4.9;2.1;3.7;2.5;6.1;0.7;1.2;5.4;3.1;1.4;0.6;6.1
C0D2;San Prudentzio;175;1.4;3.1;1.8;1.6;6.2;2.8;6.3;5;2.6;2;1.6;0.5;6.3
C0D0;Urkulu;340;1.7;3.4;2.4;1.6;3.1;6.7;2;1.4;2.9;5.8;2.7;0.4;6.7
C064;Zarautz;80;2.8;2;1.9;2.6;3.4;4.4;1.8;4.2;7.2;3.1;3.3;0.4;7.2
C028;Zegama;520;1.9;3.6;2.2;2.8;2.6;5.7;0.7;4.1;6.2;1.8;4.6;0.5;6.2
C029;Zizurkil;149;2.3;3.1;3;2.9;4.7;6.5;2.8;1.2;3.6;3;1.7;1.1;6.5
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;PRECIPITACIÓN MÁXIMA EN 10 MINUTOS (l/m2);;;;;;;;;;;
