COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
C0BA;Oleta;14;17;17;14;13;12;6;9;5;11;6;14;7;131
C059;Ordunte;300;14;15;16;13;10;6;4;3;6;3;11;6;107
C072;Orduña;934;17;17;19;16;11;6;11;10;11;6;11;5;140
C0B4;Orozko;200;15;17;17;13;11;6;11;3;9;4;12;5;123
C054;Otxandio;556;18;17;17;15;13;9;9;5;9;5;13;7;137
C042;Punta Galea;61;14;17;13;10;10;7;7;6;8;5;11;6;114
C0B9;Sangroniz;10;15;17;14;12;12;8;11;3;8;4;12;6;122
C0C3;Sodupe;56;16;15;17;14;8;5;6;3;8;4;11;5;112
C022;Urkiola;709;17;16;16;13;13;12;14;7;11;5;13;4;141
C0B3;Urkizu;75;14;15;18;12;14;9;12;3;8;5;13;5;128
C037;Venta Alta;162;14;17;17;12;13;10;11;3;9;4;13;5;128
C0E5;Agauntza;180;15;16;19;15;15;8;9;7;11;7;12;5;139
C0DB;Aitzu;312;16;18;19;17;13;7;9;6;11;7;14;6;143
C0D3;Aixola;320;16;18;17;15;12;8;13;7;10;6;14;5;141
C0DD;Aizarnazabal;25;16;19;19;15;11;8;13;7;13;7;13;5;146
C0E9;Alegia;90;19;16;18;17;14;8;6;5;9;6;13;6;137
C078;Altzola;17;16;19;17;14;12;6;9;5;11;5;15;7;136
C052;Ameraun;285;18;18;18;18;16;9;12;9;12;5;15;6;156
C0E1;Amundarain;111;14;16;18;15;13;8;7;8;11;6;12;4;132
C077;Andoain;52;17;18;17;13;15;9;14;8;14;5;12;5;147
C080;Añarbe;184;19;18;19;16;17;10;10;8;12;6;17;5;157
C0E8;Araxes;141;15;17;19;16;15;8;7;7;14;5;13;6;142
C023;Arrasate;318;16;19;16;16;14;5;8;5;12;6;13;6;136
C084;Behobia;5;19;16;17;14;15;9;8;8;12;5;16;4;143
C0EA;Belauntza;105;16;18;20;14;13;9;9;8;14;6;13;6;146
C026;Berastegi;379;18;18;19;17;15;10;11;9;13;4;14;6;154
C058;Bidania;592;16;18;19;18;12;9;12;8;14;6;14;7;153
C0F0;Ereñozu;25;18;17;18;15;17;10;13;9;13;6;15;4;155
C0E7;Estanda;195;16;17;18;14;12;6;5;4;10;6;12;6;126
C0DC;Ibai Eder;90;15;18;19;16;13;6;11;7;12;6;14;6;143
C0EC;Lasarte;18;18;18;18;13;15;7;13;9;11;5;15;3;145
C0DE;Matxinbenta;250;18;18;19;17;14;8;13;8;13;7;14;6;155
C017;Miramon;113;18;17;17;14;14;10;10;7;14;6;15;4;146
C0F4;Oiartzun;53;18;16;18;13;16;8;12;8;12;5;15;4;145
C0D1;Oñati;195;15;18;18;17;12;6;8;7;10;6;13;6;136
C043;Ordizia;243;14;16;18;15;15;8;3;6;10;6;12;5;128
C0D2;San Prudentzio;175;16;19;18;16;10;5;9;6;10;6;13;6;134
C0D0;Urkulu;340;14;18;20;19;8;8;12;6;12;7;16;5;145
C064;Zarautz;80;16;15;16;12;12;6;10;8;12;6;13;3;129
C028;Zegama;520;18;18;20;18;13;8;10;8;14;7;15;6;155
C029;Zizurkil;149;15;18;18;12;14;8;11;7;11;6;12;6;138
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;SUMA
;;;;DÍAS DE PRECIPITACIÓN IGUAL O SUPERIOR A 1 mm;;;;;;;;;;;
