northing, easting, zone, longitude, latitude
4796293.596,493918.5728,30,-3.07500081327077,43.31945626685692
4795897.585,493956.1937,30,-3.0745324853864444,43.315890656965095
NaN,NaN,30,NaN,NaN
4795380.415,492010.9635,30,-3.0985135968256383,43.3112156105274
4796895.15,494031.0499,30,-3.0736202010341622,43.32487390565978
4795583.032,494036.8691,30,-3.0735341783740813,43.31305888125739
NaN,NaN,30,NaN,NaN
4795554.329,494045.6675,30,-3.0734253700869494,43.3128004922426
4796288.24,493422.3089,30,-3.08112104943168,43.31940386145211
NaN,NaN,30,NaN,NaN
4794899.565,492738.8819,30,-3.089531219125968,43.30689313129283
4796110.295,492032.2991,30,-3.0982610943984836,43.31778810004333
4794482.35,493320.9322,30,-3.082349344341231,43.303141669665216
4794480.827,493326.7736,30,-3.0822773045728824,43.303128007483586
4795764.257,491190.2513,30,-3.1086400193696195,43.31466278262052
NaN,NaN,30,NaN,NaN
4796718.136,492752.8083,30,-3.089383501198269,43.32326873706728
4796286.672,493423.0298,30,-3.081112139976042,43.31938974858044
4793648.072,490749.4478,30,-3.1140402817786472,43.295602110631975
4796709.173,492655.1598,30,-3.0905877311223926,43.32318708162534
NaN,NaN,30,NaN,NaN
NaN,NaN,30,NaN,NaN
4795583.871,494037.4305,30,-3.073527264599479,43.31306644055764
NaN,NaN,30,NaN,NaN
4795617.059,493929.9306,30,-3.074853262384269,43.313364425004096
4796092.684,492320.823,30,-3.0947026528784987,43.31763252183054
NaN,NaN,30,NaN,NaN
4795893.62,492267.9772,30,-3.095351564556925,43.31583949311599
NaN,NaN,30,NaN,NaN
4795444.915,492781.9877,30,-3.0890068807999373,43.31180419980492
4794295.255,493713.3228,30,-3.077509241715881,43.30146033383162
4797196.892,493893.3436,30,-3.075322006997014,43.32758985603895
NaN,NaN,30,NaN,NaN
4796440.677,494220.1129,30,-3.0712835412390587,43.32078304719888
4795921.69,491146.2454,30,-3.1091852281887853,43.31607988332201
NaN,NaN,30,NaN,NaN
4794903.52,492634.588,30,-3.0908172378117076,43.30692773067468
4796405.41,492048.02,30,-3.098071491699679,43.3204456510737
4796047.777,492473.6544,30,-3.092817262477922,43.317229698258885
4796040.055,492352.3697,30,-3.0943128740531196,43.317158941399484
4796850.103,493177.6093,30,-3.0841458484812474,43.32446101736336
4795513.17,492959.9532,30,-3.0868132267886845,43.31242049452645
4795419.169,493002.5048,30,-3.086287311538385,43.311574451339176
4796464.987,493638.5021,30,-3.078456842089625,43.320997253184096
4794309.337,493520.1536,30,-3.079891013112523,43.30158549807493
4794309.337,493520.1536,30,-3.079891013112523,43.30158549807493
4796108.898,492585.4414,30,-3.0914394970208123,43.317781177422894
NaN,NaN,30,NaN,NaN
4795564.58,494010.78,30,-3.0738556939014265,43.31289252130883
4793378.275,493920.1293,30,-3.074949358254365,43.29320498295585
4795586.457,492430.5496,30,-3.09334248554314,43.31307527245395
4795749.001,494265.6208,30,-3.0707150682813964,43.31455514240651
4796629.926,493240.4231,30,-3.0833684067669136,43.322478985464315
4796517.432,493764.0694,30,-3.076908807994141,43.321470549885746
4795611.584,491543.0336,30,-3.1042872365976018,43.313292075740215
4795504.587,491155.7776,30,-3.109060959925711,43.31232415901201
4794945.569,492160.5615,30,-3.096662686523242,43.307301574821075
4796013.621,493730.0332,30,-3.0773228289923784,43.31693366134491
4796548.678,493113.5705,30,-3.0849319068382774,43.32174623097884
4796246.386,493619.7582,30,-3.0786854716486602,43.31902868494283
4795306.732,491425.531,30,-3.105731460924381,43.31054568047594
4796822.616,494552.7796,30,-3.0671845441998595,43.32422472887318
4796059.789,492638.8265,30,-3.0907804717184133,43.31733949604211
4795753.56,492570.3199,30,-3.0916211742567823,43.31458135888632
4795816.344,492295.7979,30,-3.0950073951693624,43.31514394069657
4796651.631,494374.6021,30,-3.06938038365129,43.322683770020696
4796643.483,493952.1822,30,-3.0745901709013035,43.32260712191519
4796345.234,493505.3848,30,-3.0800971698833837,43.319917790346715
4795678.224,494253.9235,30,-3.0708585761571534,43.31391773546046
4796430.977,493189.4118,30,-3.083995079717143,43.320687074398165
4796474.056,492855.4843,30,-3.088113968160181,43.32107188397665
4796120.722,491930.933,30,-3.0995113358655337,43.3178809100057
4795936.317,492333.0119,30,-3.094550151618129,43.31622462739303
4796452.502,493583.6424,30,-3.079133284445247,43.320884364973196
4796350.731,493496.2685,30,-3.080209664924976,43.31996720971659
4796789.172,494128.4762,30,-3.0724174259901535,43.323920386362204
4793281.627,493539.4921,30,-3.079640507897442,43.29233153374219
4795686.073,493979.0583,30,-3.0742481995697117,43.31398626245861
4797116.446,494004.643,30,-3.073948316906859,43.32686637050812
4796972.169,493979.4544,30,-3.0742574169840298,43.32556701721123
4796952.782,493984.3352,30,-3.0741970047729414,43.32539248470155
4796833.071,493605.8765,30,-3.078863502839706,43.32431141548716
4796352.712,491669.4222,30,-3.1027399183891173,43.31996702946959
4796205.585,491492.6204,30,-3.1049181085957045,43.318640234600565
4795522.141,493909.2639,30,-3.075107061731389,43.31250956041006
4793720.251,490723.6637,30,-3.1143593640196325,43.296251736683544
4796673.002,494087.9797,30,-3.0729156449164736,43.32287400786401
4796927.005,494334.6006,30,-3.0698765804640735,43.32516309475981
NaN,NaN,30,NaN,NaN
NaN,NaN,30,NaN,NaN
4796651.631,494374.6021,30,-3.06938038365129,43.322683770020696
4795777.195,494284.5648,30,-3.0704817487308795,43.31480916191251
4795636.087,493088.6303,30,-3.085228013825413,43.31352850455236
4795054.877,492754.0816,30,-3.089345851950452,43.30829179929646
4793912.576,494042.9245,30,-3.0734413963039,43.298017140245264
4796339.448,493953.4164,30,-3.074571600630652,43.319869425730005
NaN,NaN,30,NaN,NaN
4795486.871,493872.5107,30,-3.0755598848459136,43.31219167005017
4796120.444,491863.8915,30,-3.1003381162090045,43.31787768444562
4794840.34,493250.47,30,-3.08322250204174,43.306364597552765
4796482.286,493239.8865,30,-3.083373206931993,43.321149545530645
4796315.437,493034.0561,30,-3.085909615793808,43.31964526278031
4795757.103,494304.1768,30,-3.0702396887793975,43.314628390529705
4795982.307,492505.5267,30,-3.092423310254666,43.3166404868049
4795711.236,491478.2185,30,-3.1050880500334817,43.31418866860847
4797154.227,494045.6129,30,-3.073443393614284,43.327206897628294
4795652.618,493986.924,30,-3.0741508362540757,43.313685076913146
4794920.993,492752.9004,30,-3.0893586507136765,43.3070862169123
4797449.756,494138.161,30,-3.0723050318835208,43.32986873482339
4794917.765,492079.4973,30,-3.0976618307895265,43.3070503620802
4796141.579,493664.0719,30,-3.078137756200423,43.31808531668246
4796651.631,494374.6021,30,-3.06938038365129,43.322683770020696
4795800.729,494276.2526,30,-3.0705844985201125,43.31502101263727
4795820.479,494274.1452,30,-3.070610692588298,43.31519883717007
4796313.391,493581.46,30,-3.0791585738569824,43.319631710766195
4794261.525,493636.8964,30,-3.078451121125951,43.301155966085396
4795861.339,493990.1563,30,-3.07411326080614,43.315564548949105
4796543.211,493464.6142,30,-3.0806023440018815,43.32170013585744
4797120.735,494055.8782,30,-3.0733164153751167,43.326905397915496
4795934.023,493981.7221,30,-3.074218067607667,43.31621897069347
4796553.93,493466.9989,30,-3.0805730605535904,43.32179667660159
4796095.238,492889.9934,30,-3.087683459488791,43.31766111575885
4795916.802,492268.3549,30,-3.09534723312265,43.31604824114942
4796647.592,493174.1626,30,-3.084185841245318,43.32263746165772
4795848.252,494088.0621,30,-3.072905748714749,43.315447481886196
4796120.393,492574.2193,30,-3.091578048013536,43.31788457431453
4797116.838,494080.5879,30,-3.073011597428556,43.32687050207181
4796109.664,492513.5852,30,-3.0923256676261257,43.317787363075404
4796285.484,493913.7859,30,-3.0750597590181985,43.31938318299244
4795576.96,494365.94,30,-3.069476190700141,43.313006742170224
4795873.1,493811.33,30,-3.0763186734577936,43.3156690016995
4797128.183,493966.7027,30,-3.0744164112181416,43.32697175360019
4793461.233,527185.1819,30,-2.664874348642232,43.29348562148782
4795118.721,527836.3818,30,-2.6567628656212237,43.30838659423997
4795652.681,527073.7193,30,-2.6661404175710923,43.31322244097911
4795917.736,527184.0284,30,-2.664767044722596,43.31560513424711
4794127.249,526601.1428,30,-2.6720417524353866,43.29950361238587
4795520.254,527002.8989,30,-2.667020235096608,43.31203255512899
4795920.105,527164.5749,30,-2.6650068237349482,43.31562716861019
4794502.437,527043.5064,30,-2.666569600475004,43.302866211862046
4795891.736,527184.1327,30,-2.6647670454683765,43.31537101509449
4795681.298,527479.0702,30,-2.661140486240075,43.313465421954184
4794339.597,526968.9531,30,-2.6674967742355973,43.30140260111411
4790494.092,481033.4298,30,-3.23370933905724,43.26701974509588
4794353.528,526159.9097,30,-2.677470739784945,43.30155660284318
4793077.49,527145.1717,30,-2.6653865108355648,43.29003166086871
4794560.353,526550.7191,30,-2.672642479306434,43.30340526381528
4795728.972,527416.6653,30,-2.6619076424495396,43.31389697673337
4794433.632,527060.0983,30,-2.666368423515831,43.30224606351678
4795758.614,527497.7897,30,-2.6609057789501778,43.31416092489785
4795768.694,527424.2839,30,-2.661811710859977,43.31425437325688
4795175.604,527501.7193,30,-2.660886510263364,43.308911102407286
4794358.059,526473.623,30,-2.673602766712799,43.301586430737544
4796135.76,526872.0655,30,-2.6686034336386886,43.31757952865859
4795971.819,526969.7766,30,-2.667406494295858,43.31609983447432
4794680.059,527857.3291,30,-2.656526819283446,43.30443591126954
4795922.155,526907.3297,30,-2.6681790152056277,43.31565487460606
4794550.816,527137.7346,30,-2.665405452989017,43.303298446080646
4795055.032,527702.636,30,-2.6584152037852102,43.30781804703694
4795260.288,527426.6257,30,-2.6618082179668776,43.30967637623098
4793445.712,526170.4896,30,-2.6773835203658134,43.293381826071
4794096.819,526088.8723,30,-2.6783587416821666,43.299247539549235
4794152.789,525974.1725,30,-2.6797701717200244,43.299755487651055
4794167.13,525969.278,30,-2.6798298364190676,43.299884789761556
4794055.657,526485.7598,30,-2.6734677050487963,43.29886303396857
4794682.749,527863.9573,30,-2.6564449604459983,43.30445988780505
4795182.34,527203.95,30,-2.664557797289446,43.3089825828606
4787328.927,500494.107,30,-2.993914342340096,43.23875699040244
4787145.186,499553.6813,30,-3.0054969254193424,43.23710248490702
4787821.556,501005.0752,30,-2.987620116080452,43.243192463681105
4787723.132,501075.8477,30,-2.9867485770686906,43.242306086748385
4787700.504,501029.633,30,-2.9873178546625776,43.24210239274157
4788187.13,500975.2636,30,-2.9879866697604465,43.24648438836928
4788112.944,500861.074,30,-2.9893933770196774,43.2458165046375
4788143.578,500818.803,30,-2.9899140214303452,43.24609240176943
4787142.457,499510.3111,30,-3.006031076625433,43.23707788412367
NaN,NaN,30,NaN,NaN
4786966.367,500599.043,30,-2.992622294369069,43.23549216452093
4787183.898,499594.269,30,-3.004997069944875,43.237451098391816
4787909.654,500700.5187,30,-2.9913713394102994,43.24398610470065
NaN,NaN,30,NaN,NaN
NaN,NaN,30,NaN,NaN
NaN,NaN,30,NaN,NaN
4787402.568,500618.4094,30,-2.9923832920634275,43.23942001477677
4787681.305,500939.1185,30,-2.9884327681279417,43.24192962951228
4787303.73,500429.4129,30,-2.994711165376012,43.23853013824572
4787302.944,500408.24,30,-2.9949719405322335,43.238523072299394
4788391.798,501007.5919,30,-2.987588074477878,43.24832731971541
4788248.27,499655.5172,30,-3.004243389117882,43.247035487860856
4788391.218,500725.7818,30,-2.9910595262554884,43.24832242096645
4787599.884,501130.5631,30,-2.986074889747614,43.24119619438597
4788135.344,500857.9942,30,-2.989431278815376,43.24601821347363
4788116.667,500799.7063,30,-2.990149292766554,43.245850096733
4788553.035,500563.3471,30,-2.993060297145063,43.249779672924504
NaN,NaN,30,NaN,NaN
4787801.562,500272.8907,30,-2.996638713922879,43.24301304405552
4788135.344,500857.9942,30,-2.989431278815376,43.24601821347363
4788135.344,500857.9942,30,-2.989431278815376,43.24601821347363
4788136.415,500805.3198,30,-2.9900801173460354,43.246027915612935
4787700.504,501029.633,30,-2.9873178546625776,43.24210239274157
4788135.344,500857.9942,30,-2.989431278815376,43.24601821347363
4788136.415,500805.3198,30,-2.9900801173460354,43.246027915612935
4787365.319,501411.0049,30,-2.982621297359374,43.23908353177056
4788807.66,500411.8347,30,-2.994926542341926,43.25207259118754
4786471.431,500582.5128,30,-2.9928264000871234,43.23103541633728
4786475.381,500570.6431,30,-2.99297257043357,43.23107099407592
4787099.604,500369.3305,30,-2.995451302872336,43.236692073556085
4787412.148,500573.1694,30,-2.992940485575418,43.23950631566225
4788248.013,500497.9712,30,-2.9938659187396057,43.2470330878965
4787729.871,500447.5304,30,-2.9944876765035886,43.24236740416173
4787741.633,500249.9086,30,-2.9969218193082976,43.24247340892694
4787741.633,500249.9086,30,-2.9969218193082976,43.24247340892694
4788485.17,500503.3345,30,-2.9937996362306296,43.24916861165546
4788485.17,500503.3345,30,-2.9937996362306296,43.24916861165546
4787589.14,501017.23,30,-2.9874708297766595,43.24109960918808
4787596.99,500988.81,30,-2.9878208633847647,43.24117033396015
4788272.89,500684.92,30,-2.991563025488446,43.247256951161425
4786903,499373,30,-3.0077219469542893,43.23492153976853
4786903,499373,30,-3.0077219469542893,43.23492153976853
4786624.086,521291.2703,30,-2.737795111590991,43.232109771601586
4783194.25,523524.35,30,-2.7104409312116404,43.20115902018884
4786512.217,521328.6664,30,-2.737338904202037,43.231101376181044
4781419.317,526041.6528,30,-2.6795397709641704,43.185093762597965
4784976.783,522190.745,30,-2.726784331027891,43.21725048755964
4786173.419,521562.3611,30,-2.7344742431296045,43.22804398134899
4785713.017,522320.9774,30,-2.725151131351309,43.223876168043574
4784857.058,521750.2116,30,-2.7322129010412075,43.216185230414105
4785319.896,522046.669,30,-2.728544490363938,43.22034432044692
4785365.467,522120.8345,30,-2.727629491281718,43.22075250048466
4783762.906,523927.6777,30,-2.705451837306163,43.20626689571639
4785673.759,522265.6812,30,-2.725833596390927,43.22352429790323
4784827.766,521701.4479,30,-2.7328144215182513,43.21592286988975
4785751.009,522346.9935,30,-2.7248292476116744,43.22421750197531
4785365.006,522108.2944,30,-2.7277839124059735,43.22074871684422
4785263.356,521872.4882,30,-2.7306913555349084,43.21984026659071
4783078.381,525134.4629,30,-2.6906277449261973,43.2000637851311
4787480.143,521683.6084,30,-2.7329298038125587,43.23980706334341
4785188.436,522248.9028,30,-2.7260597599912626,43.219154634962244
4785035.795,521807.1794,30,-2.731504463521874,43.21779305045506
4785243.042,521800.7993,30,-2.7315748299452944,43.21965942068036
4786010.094,523608.3741,30,-2.709286283267729,43.22651205035902
4786259.832,521675.8431,30,-2.733073409211997,43.228818846600895
4781399.44,526039.18,30,-2.6795711361319365,43.18491486225086
4783427.827,524164.3215,30,-2.702553465591395,43.20324209111637
4786786.639,519724.6698,30,-2.7570820194228705,43.23361609523653
4786527.032,521525.4963,30,-2.734914404351211,43.23122918879491
4784104.835,524250.219,30,-2.7014664122325205,43.209335552175865
4785478.817,521791.9229,30,-2.731674810451646,43.22178274677298
4783514.643,524153.8704,30,-2.7026783135269614,43.20402417298535
4782745.081,525837.0657,30,-2.6819953417346163,43.19703882711126
4787214.5,523860.6158,30,-2.706128113204975,43.23734931616565
4782958.166,526190.0623,30,-2.677640597909461,43.198945421054376
4784559.042,520876.8275,30,-2.7429771076228753,43.213526361794024
4785829.756,521302.6247,30,-2.737685956104508,43.22495679924912
4786376.529,522029.9313,30,-2.7287083866320083,43.22985940263385
4781129.679,524995.6868,30,-2.692424001255389,43.182520995469865
4781464.142,524389.8404,30,-2.6998641846471267,43.18555252493173
4782287.507,524123.6056,30,-2.703104432740522,43.19297520306703
4785826.309,524019.2768,30,-2.704234490497117,43.22484416765057
4785920.1,521917.71,30,-2.7301084750741236,43.225752696903896
4783733.094,523237.0812,30,-2.7139541844070503,43.20602001998759
4783600.881,524294.2253,30,-2.700946846943875,43.20479621259115
4785537.092,522488.3473,30,-2.7230974189446915,43.22228705819935
4788678.532,521710.2944,30,-2.732553921008082,43.2505973151613
4786847.96,522479.52,30,-2.7231526931605163,43.23409119583406
4786953.375,521629.144,30,-2.733621280636222,43.2350652827924
4782970.22,524681.4833,30,-2.696208083912398,43.19910477438259
4785024.519,522158.9915,30,-2.7271733639713984,43.217681266274035
4785858.258,522490.4303,30,-2.7230586803944057,43.22517897770518
4785003.034,521251.9362,30,-2.738341949530897,43.217513888848686
4785456.039,521346.2843,30,-2.737162807838262,43.22159037712617
4785494.031,521365.9735,30,-2.7369189058993606,43.221931924371084
4786106.487,521505.6886,30,-2.735174728153865,43.22744290080007
4785069.681,521150.3521,30,-2.7395901065481087,43.21811687571172
4786946.067,522404.2741,30,-2.72407539041985,43.234976850474624
NaN,NaN,30,NaN,NaN
4785394.35,521238.0772,30,-2.73849752431514,43.22103794272197
4785478.917,523606.7432,30,-2.709329091452182,43.221729054087525
4787078.956,522520.4782,30,-2.722638843472764,43.23617000373322
4785694.044,521630.0154,30,-2.733659929039565,43.22372544711916
4785981.614,522770.3034,30,-2.719607344916788,43.22628135783691
4783623.106,523328.837,30,-2.7128293406971298,43.20502678664588
4783094.661,525148.5237,30,-2.6904539363146407,43.200209912588264
4785874.88,521254.7528,30,-2.7382736917848782,43.225364474760745
4784229.221,524537.4499,30,-2.6979249617127845,43.21044632111465
4787655.73,520075.9322,30,-2.752724464637385,43.241432671879146
4787975.26,522830.9657,30,-2.718777821513477,43.24423153002099
4781470.534,526049.5424,30,-2.679440272390611,43.18555468212664
4781144.985,525026.271,30,-2.692046970273538,43.182657808637096
4781739.912,525871.5688,30,-2.681617735248135,43.18798645369043
4785283.907,521795.3884,30,-2.731639837799788,43.22002755177002
4785182.041,522255.594,30,-2.7259776332011083,43.21909685297963
4786293.607,519432.8918,30,-2.7606927333606843,43.2291840901293
4788458.459,520305.5375,30,-2.7498668667352413,43.24865479170955
4784950.015,522136.6226,30,-2.727451759980976,43.21701104064097
4784980.725,523866.1774,30,-2.706156250684715,43.217234860983005
NaN,NaN,30,NaN,NaN
4785151.62,522008.6469,30,-2.7290193529794275,43.21883016504069
4785648.328,520964.0043,30,-2.74186247607958,43.22333258915501
4784322.153,520779.0933,30,-2.7441892558904235,43.21139595255767
4785205.688,521216.202,30,-2.7387741216406725,43.219339722976216
4788567.732,520476.1252,30,-2.747761447052536,43.2496341383915
4784925.424,522256.279,30,-2.725979546810837,43.21678608825687
4785356.304,522273.7588,30,-2.725746948274354,43.2206654926341
4785208.617,521191.8138,30,-2.7390742874316594,43.21936678285387
4783132.773,527010.6094,30,-2.667532552062994,43.20048878871009
4783246.976,526752.9016,30,-2.6706990365583487,43.201526317720436
4784169.483,524430.886,30,-2.6992394713339687,43.209911858604976
4784930.929,521842.7909,30,-2.731070160242445,43.216847739186186
4783654.053,524428.1384,30,-2.6992960954406753,43.20527068671793
4782280.669,525416.4269,30,-2.6871938815334837,43.19287123360971
4785594.604,522058.9422,30,-2.7283823940630665,43.22281760821798
4785711.467,521870.4577,30,-2.7306985965847472,43.22387540391461
4785720.76,522497.6345,30,-2.722975577132192,43.223940644245246
4785367.453,521987.3819,30,-2.7292725759101626,43.220774283956615
4786683.356,520009.357,30,-2.753579750124852,43.232678570670366
4787749.251,520002.9732,30,-2.753619700068523,43.242276732321024
4788069.373,519750.7666,30,-2.75671467719996,43.24516595889093
4782304.161,524717.106,30,-2.695799421881178,43.19310597864896
4787497.366,521346.9531,30,-2.737075571418241,43.2399717548373
4782302.944,524721.2532,30,-2.695748436234545,43.19309488425841
4782271.007,524697.9451,30,-2.696036719005164,43.19280806495218
4786292.804,522815.1003,30,-2.7190428544545506,43.229082152989186
4785123.756,522212.7846,30,-2.726507064493674,43.21857327869136
4785941.325,521937.2693,30,-2.729866783362092,43.22594325179987
4783604.677,524289.6827,30,-2.701002597026736,43.20483054037192
4785478.764,522401.0174,30,-2.724175081344559,43.221764433449145
4787661.827,520053.1523,30,-2.7530048206422877,43.241488179215615
4786464.064,519847.2893,30,-2.7555835276077745,43.23070820637247
4781084.942,525150.2408,30,-2.6905242509880933,43.1821130250651
4785055.613,521422.4628,30,-2.736240373263685,43.21798252317586
4784526.4,520591.34,30,-2.746493040825613,43.2132402737405
4787449.516,521401.2856,30,-2.7364082376198215,43.23953934396373
4784421.704,522119.4208,30,-2.7276847164035054,43.21225428951262
4784584.42,526870.8764,30,-2.669181833800515,43.21356529368707
4787618.828,521723.2488,30,-2.7324361060962747,43.24105472716858
4787639.826,521730.0561,30,-2.7323514342368895,43.24124360986304
4783081.897,523858.0344,30,-2.706338545185832,43.200136851210296
4785913.494,523500.9412,30,-2.710613311074378,43.22564555832716
4786915.591,522487.4294,30,-2.7230525280482913,43.23469995118189
4782624.734,525104.1844,30,-2.6910210402758055,43.195979861369686
4788251.305,521368.576,30,-2.736780024326362,43.24676006985148
NaN,NaN,30,NaN,NaN
4783137.372,526996.4845,30,-2.667706184636028,43.200530706065905
4783848.87,521399.5229,30,-2.7365695866256705,43.20711686416218
4788277.129,521358.8725,30,-2.7368985508458548,43.24699287974773
4783910.959,523080.4297,30,-2.7158750897486357,43.20762643770948
4783380.589,524290.4073,30,-2.701003532197661,43.20281268398566
