COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
C0BD;Iruzubieta;110;9.5;17.0;16.6;16.8;18.1;23.5;25.5;25.5;23.9;21.3;14.1;14.7;18.9
C036;Iurreta;180;10.5;17.4;17.3;17.7;18.7;24.7;26.7;26.5;24.4;21.2;13.6;15.0;19.5
C045;La Garbea;717;6.7;12.9;13.7;13.9;15.6;21.0;23.5;23.7;20.9;17.8;9.9;11.9;16.0
C0B7;Mañaria;168;8.8;16.1;16.9;17.4;19.0;25.1;26.6;26.3;23.7;20.3;13.0;12.8;18.8
C019;Matxitxako;433;7.8;14.8;14.2;14.1;14.4;20.2;23.0;24.0;22.4;20.4;13.5;15.0;17.0
C057;Mungia;22;11.1;17.8;17.4;17.7;18.3;23.8;25.9;26.1;24.3;22.2;15.6;16.6;19.7
C063;Muxika;16;10.8;18.0;17.6;18.0;18.7;24.0;26.1;26.5;24.7;22.2;15.1;16.1;19.8
C046;Oiz;980;4.5;10.6;10.0;10.2;11.7;18.7;19.7;19.7;17.1;15.0;7.6;10.3;12.9
C0BA;Oleta;14;11.2;17.7;17.9;18.5;19.1;23.5;26.0;26.1;25.0;23.4;16.4;17.0;20.2
C059;Ordunte;300;9.5;15.6;15.8;16.0;17.7;23.4;25.5;25.8;23.3;20.4;13.4;14.8;18.4
C072;Orduña;934;4.9;10.2;11.5;11.7;13.7;20.3;22.4;22.0;18.6;16.0;8.4;10.1;14.1
C0B4;Orozko;200;9.3;16.9;17.4;17.7;19.2;25.8;26.6;26.7;24.1;21.4;13.2;14.1;19.4
C054;Otxandio;556;7.2;13.5;14.3;14.8;16.9;23.6;25.2;24.9;21.9;18.8;10.8;10.7;16.9
C042;Punta Galea;61;11.2;16.5;15.6;16.4;16.7;21.0;23.1;23.8;22.6;21.0;15.4;16.7;18.3
C0B9;Sangroniz;10;10.8;17.6;17.5;18.0;19.1;24.0;26.4;26.4;24.4;21.5;15.0;15.5;19.7
C0C3;Sodupe;56;10.8;18.0;18.3;19.0;20.2;25.3;27.5;27.9;25.9;23.0;15.0;16.4;20.6
C066;Untzueta;764;6.0;13.0;13.4;13.5;15.4;21.0;23.2;23.1;20.6;17.7;9.4;11.8;15.7
C022;Urkiola;709;5.3;11.9;12.2;12.5;14.2;20.7;22.5;21.8;19.5;16.5;8.9;10.3;14.7
C0B3;Urkizu;75;10.2;17.4;17.9;18.0;19.4;24.9;26.7;27.1;24.8;21.8;14.3;15.2;19.8
C037;Venta Alta;162;;17.0;16.8;17.3;18.5;23.7;26.1;26.2;24.0;21.5;14.3;15.2;
C0E5;Agauntza;180;8.6;15.9;16.5;17.0;18.7;25.2;26.7;26.4;23.8;20.5;13.0;12.9;18.8
C0DB;Aitzu;312;8.0;15.3;15.6;15.9;17.2;24.1;26.0;25.7;23.3;19.7;12.0;12.9;18.0
C0D3;Aixola;320;7.6;15.4;15.5;15.9;17.3;23.4;25.0;24.7;22.5;19.6;12.2;12.7;17.6
C0DD;Aizarnazabal;25;9.2;15.9;15.9;16.4;17.4;22.5;24.2;24.1;22.2;19.7;13.6;14.4;18.0
C0E9;Alegia;90;10.1;18.7;18.4;18.9;20.1;25.9;27.4;27.5;25.6;22.8;14.5;14.6;20.4
C078;Altzola;17;9.9;17.1;16.8;17.0;18.1;23.6;25.3;25.2;23.9;21.6;14.4;14.9;19.0
C052;Ameraun;285;8.4;16.4;16.0;16.3;17.4;24.0;25.1;24.9;23.6;20.6;12.7;14.0;18.3
C0E1;Amundarain;111;9.1;16.8;17.0;17.0;18.5;25.0;26.3;26.3;24.1;21.0;13.8;13.7;19.0
C077;Andoain;52;9.5;17.0;16.6;16.8;17.5;23.0;24.3;24.8;23.4;20.9;13.7;14.4;18.5
C080;Añarbe;184;9.3;17.6;16.6;17.2;18.2;24.3;25.2;25.4;23.6;20.0;13.4;14.2;18.8
C0E8;Araxes;141;8.5;16.6;17.0;17.3;18.4;24.5;25.8;26.0;24.0;20.8;13.3;12.7;18.7
C023;Arrasate;318;8.2;16.4;16.4;16.9;18.1;24.5;26.9;26.2;23.8;20.6;12.2;13.4;18.6
C084;Behobia;5;9.3;16.3;16.1;16.6;17.0;22.7;24.2;24.4;22.9;20.7;14.0;14.6;18.2
C0EA;Belauntza;105;9.0;16.8;17.0;17.4;18.6;24.8;26.0;26.3;24.2;21.1;13.2;12.9;18.9
C026;Berastegi;379;7.7;14.9;15.0;15.5;16.6;24.2;25.5;25.7;23.6;20.0;12.0;13.4;17.8
C058;Bidania;592;5.9;;12.5;12.8;14.1;20.9;22.4;22.1;19.7;17.1;9.6;11.4;
C0F0;Ereñozu;25;9.3;16.1;16.7;17.0;17.5;22.7;24.1;24.2;22.6;19.5;13.8;13.8;18.1
C0F1;Eskas;650;6.2;14.4;13.8;14.1;15.3;21.8;22.8;23.0;20.5;17.8;9.9;12.8;16.0
C0E7;Estanda;195;9.7;17.2;17.6;17.9;19.8;26.1;27.7;27.5;25.2;22.0;14.0;14.3;19.9
C018;Higer;43;;;;;17.6;22.4;24.8;25.3;23.8;21.9;15.8;16.2;
C0DC;Ibai Eder;90;11.4;19.7;19.4;19.1;20.2;26.7;28.0;28.1;25.8;;14.8;15.3;
C071;Jaizkibel;545;6.8;14.1;13.0;13.4;13.8;20.0;21.3;21.7;19.8;17.9;;13.1;
C0EC;Lasarte;18;9.7;16.9;16.4;16.6;17.2;23.2;24.4;25.0;23.2;21.1;14.1;15.5;18.6
C0DE;Matxinbenta;250;7.9;15.2;15.4;16.1;17.4;23.9;25.5;25.0;22.2;19.1;12.3;12.0;17.7
C017;Miramon;113;9.5;17.3;17.0;17.1;17.8;23.2;25.1;25.5;24.0;21.5;14.1;15.4;19.0
C0F4;Oiartzun;53;10.4;17.5;17.2;17.5;18.2;23.7;25.2;25.4;23.9;21.8;14.7;15.5;19.2
C0D1;Oñati;195;9.2;16.7;17.0;17.7;19.2;26.1;27.6;27.3;24.6;21.1;13.4;13.6;19.5
C043;Ordizia;243;9.0;17.1;17.1;17.6;19.3;25.3;27.0;27.0;24.9;21.6;13.5;14.3;19.5
C0D2;San Prudentzio;175;9.0;16.6;16.9;17.5;19.0;25.9;27.6;27.3;24.7;21.4;13.4;13.8;19.4
C007;Santa Clara;48;;;;;;21.8;23.6;23.8;22.5;20.7;14.8;15.2;
C0D0;Urkulu;340;8.2;15.5;16.2;16.8;18.8;25.8;27.2;27.1;23.9;20.2;12.6;13.6;18.8
C064;Zarautz;80;9.8;16.0;15.5;15.9;16.4;21.5;23.4;23.9;22.4;20.8;14.6;15.1;17.9
C028;Zegama;520;6.8;13.7;13.9;14.8;16.7;23.7;25.1;24.6;21.8;19.1;11.2;12.1;17.0
C029;Zizurkil;149;9.7;17.4;17.0;17.3;18.4;24.6;25.4;25.5;23.8;21.6;14.3;15.2;19.2
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MED
;;;;TEMPERATURA MÁXIMA MEDIA (ºC);;;;;;;;;;;
