_id,URTEA/ANIO,JARDUERA_ZENBAKIA/NUM_ACTUACION,ALTA_DATA/FECHA ALTA,ERABILTZAILEA_EU/USUARIO_EU,ERABILTZAILEA_CAS/USUARIO_CAS,UDALERRIA/MUNICIPIO,HELBIDEA/DIRECCION,ESPEZIE/ESPECIE,KOKALEKUA/UBICACION,ALTUERA/ALTURA,DIAMETROA/DIAMETRO,longitude,latitude,EGOERA_EU/ESTADO_EU,EGOERA_CAS/ESTADO_CAS,ITXIERA_DATA/FECHA CIERRE,ITXIERAKO AGENTEA_EU/AGENTE CIERRE_EU,ITXIERAKO AGENTEA_CAS/AGENTE CIERRE_CAS
4271,2018,939,2018-07-22 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,LANGILERIA 106,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,2,"499891,8583","4796701,98",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-22 00:00:00,SUHILTZAILEAK,BOMBEROS
4272,2018,924,2018-07-20 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,PARQUE DE ARTAZA,AVISPA ASIÁTICA,ARBOLADO,8,35,"499817,2392","4797497,107",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-21 00:00:00,SUHILTZAILEAK,BOMBEROS
4273,2018,871,2018-07-19 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTIMAMI 35,AVISPA ASIÁTICA,CONSTRUCCIÓN,18,1,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-24 00:00:00,SUHILTZAILEAK,BOMBEROS
4274,2018,846,2018-07-18 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTSOENA 7 U.P.V.,AVISPA COMÚN,CONSTRUCCIÓN,40,50,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-23 00:00:00,SUHILTZAILEAK,BOMBEROS
4275,2018,2022,2018-08-29 00:00:00,BASALAN,BASALAN,LEIOA,SANTIMAMI 30,AVISPA ASIÁTICA,ARBOLADO,12,30,"501228,8682","4797525,502",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-29 00:00:00,BASALAN,BASALAN
4276,2018,847,2018-07-18 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SABINO ARANA Nº 13-6ºA,AVISPA COMÚN,CONSTRUCCIÓN,17,45,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-20 00:00:00,SUHILTZAILEAK,BOMBEROS
4277,2018,460,2018-06-25 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTSOENA AUZOA 7 (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,3,20,"502490,8772","4797591,403",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-25 00:00:00,SUHILTZAILEAK,BOMBEROS
4278,2018,343,2018-06-13 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"BIZKAIA KALEA, 3",AVISPA ASIÁTICA,CONSTRUCCIÓN,20,21,"499574,9951","4797353,294",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-14 00:00:00,SUHILTZAILEAK,BOMBEROS
4279,2018,232,2018-05-28 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,EUSKO GUDARIAK KALEA 87A (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,100,40,"499808,8565","4797134,449",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-28 00:00:00,SUHILTZAILEAK,BOMBEROS
4280,2018,26,2018-04-25 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,INDEPENDENTZIA KALEA 56 (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,10,50,"500725,769","4796794,684",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-04-26 00:00:00,SUHILTZAILEAK,BOMBEROS
4281,2018,13,2018-04-23 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,LUGAR BARRIO SARRIENA 173005 (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,15,30,"501911,9475","4798290,882",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-04-23 00:00:00,SUHILTZAILEAK,BOMBEROS
4282,2018,2021,2018-08-28 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"JOSE RAMON AKETXE PLAZA, 3",AVISPA ASIÁTICA,ARBOLADO,1,40,"501132,2971","4797099,218",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-30 00:00:00,BASALAN,BASALAN
4283,2018,1869,2018-08-23 00:00:00,BASALAN,BASALAN,LEIOA,GOIERRI,AVISPA ASIÁTICA,ARBOLADO,2,20,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-23 00:00:00,BASALAN,BASALAN
4284,2018,1750,2018-08-20 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,BASAÑESE,AVISPA ASIÁTICA,ARBOLADO,5,5,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-21 00:00:00,BASALAN,BASALAN
4285,2018,1660,2018-08-14 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,Bº ARTAZA  Nº 72,AVISPA ASIÁTICA,ARBOLADO,1,30,"499927,8762","4797554,151",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-16 00:00:00,BASALAN,BASALAN
4286,2018,1645,2018-08-13 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,INDEPENDENTZIA ,AVISPA ASIÁTICA,ARBOLADO,0,10,"500524,0185","4796902,438",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-16 00:00:00,BASALAN,BASALAN
4287,2018,1561,2018-09-08 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,ARTAZAGANE,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,1,"500861,5924","4797825,454",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-16 00:00:00,BASALAN,BASALAN
4288,2018,1467,2018-07-08 00:00:00,BASALAN,BASALAN,LEIOA,UPV,AVISPA ASIÁTICA,ARBOLADO,2,28,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-08 00:00:00,BASALAN,BASALAN
4289,2018,1468,2018-07-08 00:00:00,BASALAN,BASALAN,LEIOA,UPV,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,10,"502742,1753","4797458,195",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-08 00:00:00,BASALAN,BASALAN
4290,2018,1360,2018-04-08 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,ARTAZAGANA 29,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,30,"500851,9721","4797946,202",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-08 00:00:00,BASALAN,BASALAN
4291,2018,1345,2018-03-08 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,-48940,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,30,"499877,5703","4796723,58",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-08 00:00:00,BASALAN,BASALAN
4292,2018,1308,2018-02-08 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,C/ ARTAZA Nº2,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,15,"500257,2676","4797785,06",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-08 00:00:00,BASALAN,BASALAN
4293,2018,1266,2018-01-08 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SARRIENA 173,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,40,"501903,2122","4798329,038",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-03-08 00:00:00,BASALAN,BASALAN
4294,2018,1267,2018-01-08 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SARRIENA 166,AVISPA ASIÁTICA,CONSTRUCCIÓN,25,60,"501186,1408","4798033,371",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-08 00:00:00,BASALAN,BASALAN
4295,2018,1171,2018-07-30 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTSOENA AUZOA 7 (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,2,30,"502531,3943","4797705,24",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-03-08 00:00:00,BASALAN,BASALAN
4296,2018,1172,2018-07-30 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTIMAMI 26,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,17,"502284,1803","4796459,4",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-01-08 00:00:00,BASALAN,BASALAN
4297,2018,1173,2018-07-30 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTIMAMI 20,AVISPA ASIÁTICA,CONSTRUCCIÓN,12,30,"502231,6193","4796655,981",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-01-08 00:00:00,BASALAN,BASALAN
4298,2018,1217,2018-07-30 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,ARTATZAGANA 24 TRASERA,AVISPA ASIÁTICA,ARBOLADO,25,30,"500735,6584","4797880,742",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-03-08 00:00:00,BASALAN,BASALAN
4299,2018,1150,2018-07-29 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,BARRIO ARTATZA 74,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,40,"499934,7162","4797280,649",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-03-08 00:00:00,BASALAN,BASALAN
4300,2018,1099,2018-07-26 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,UNIVERSIDAD UPV,AVISPA ASIÁTICA,ARBOLADO,5,30,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-30 00:00:00,BASALAN,BASALAN
4301,2018,1100,2018-07-26 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,BASARTE 6,AVISPA ASIÁTICA,ARBOLADO,3,10,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-30 00:00:00,BASALAN,BASALAN
4302,2018,1090,2018-07-26 00:00:00,BASALAN,BASALAN,LEIOA,BI-2731  (48940),AVISPA ASIÁTICA,ARBOLADO,1,1,"502778,3856","4797813,386",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-26 00:00:00,BASALAN,BASALAN
4303,2018,1065,2018-07-25 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,IPARRAGIRRE (VIA LATERAL AUTOVIA AVANZADA),AVISPA ASIÁTICA,CONSTRUCCIÓN,40,100,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-26 00:00:00,BASALAN,BASALAN
4304,2018,1052,2018-07-25 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTIMAMI AUZOA 32 (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,12,50,"501996,6356","4796503,931",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-26 00:00:00,BASALAN,BASALAN
4305,2018,1027,2018-07-24 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,ARTAZAGANA 22 4C,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,27,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-26 00:00:00,BASALAN,BASALAN
4306,2018,1028,2018-07-24 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SARRIENA 175,AVISPA ASIÁTICA,ARBOLADO,15,69,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-26 00:00:00,BASALAN,BASALAN
4307,2018,1031,2018-07-24 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTI MAMI 11 CASERIO,AVISPA ASIÁTICA,CONSTRUCCIÓN,20,60,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-26 00:00:00,BASALAN,BASALAN
4308,2018,967,2018-07-23 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,PALACIO ARTAZA,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,30,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-30 00:00:00,BASALAN,BASALAN
4309,2018,966,2018-07-23 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTSOENA,AVISPA ASIÁTICA,CONSTRUCCIÓN,15,30,"502433,0398","4797893,948",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-26 00:00:00,BASALAN,BASALAN
4310,2018,927,2018-07-21 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SANTSOENA Nº 34,AVISPA ASIÁTICA,CONSTRUCCIÓN,15,35,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-24 00:00:00,BASALAN,BASALAN
4311,2018,855,2018-07-18 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,INDEPENDENTZIA 106,AVISPA ASIÁTICA,CONSTRUCCIÓN,8,70,"500080,39","4797140,669",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-20 00:00:00,BASALAN,BASALAN
4312,2018,780,2018-07-16 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,AVDA BASARTE Nº4,AVISPA ASIÁTICA,ARBOLADO,3,25,"499983,9195","4797764,962",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-18 00:00:00,BASALAN,BASALAN
4313,2018,746,2018-07-14 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"BASAÑESE, 15 - 4º DCHA",AVISPA ASIÁTICA,"",20,100,"500243,8083","4797970,668",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-18 00:00:00,BASALAN,BASALAN
4314,2018,715,2018-12-07 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,IKEA Nº 45,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,50,"501389,7975","4797099,689",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-17 00:00:00,BASALAN,BASALAN
4315,2018,716,2018-12-07 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,INDEPENDENTZIA 8,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,255,"500934,0743","4796854,805",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-07-17 00:00:00,BASALAN,BASALAN
4316,2018,668,2018-10-07 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,ALDEKOENA 33,AVISPA ASIÁTICA,"",25,30,"500700,6023","4798832,768",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-12-07 00:00:00,BASALAN,BASALAN
4317,2018,615,2018-08-07 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"ALDEKOENA, 84",AVISPA ASIÁTICA,CONSTRUCCIÓN,10,30,"501098,7436","4797764,851",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-07 00:00:00,BASALAN,BASALAN
4318,2018,579,2018-04-07 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,AV. TXIKIA  (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,5,75,"499917,3273","4797541,208",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-07 00:00:00,BASALAN,BASALAN
4319,2018,524,2018-01-07 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SAN JUAN BAUTISTA PLAZA 1 (48940),AVISPA COMÚN,CONSTRUCCIÓN,6,255,"501046,4715","4797325,619",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,,UDALA,AYUNTAMIENTO
4320,2018,488,2018-06-27 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"ITURRIBIDE, 17 - 1º B",AVISPA ASIÁTICA,CONSTRUCCIÓN,20,60,"501240,1737","4796967,933",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-28 00:00:00,BASALAN,BASALAN
4321,2018,475,2018-06-26 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"ALDEKOENA AUZOA, 60",AVISPA ASIÁTICA,CONSTRUCCIÓN,10,20,"501041,7556","4797676,373",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-29 00:00:00,BASALAN,BASALAN
4322,2018,379,2018-06-18 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"ELEXALDE , 1",AVISPA ASIÁTICA,CONSTRUCCIÓN,5,35,"501075,7364","4797297,825",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-06-19 00:00:00,BASALAN,BASALAN
4323,2018,365,2018-06-14 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,ITURRIBIDE 7 TRASERA,AVISPA ASIÁTICA,CONSTRUCCIÓN,30,65,"500977,7824","4796412,299",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2018-06-19 00:00:00,BASALAN,BASALAN
4324,2018,344,2018-06-13 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"BIZKAIA KALEA, 3",AVISPA ASIÁTICA,CONSTRUCCIÓN,20,40,"499574,9951","4797353,294",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2018-06-13 00:00:00,BASALAN,BASALAN
4391,2018,2766,2018-09-26 00:00:00,LEMOAKO UDALA,AYUNTAMIENTO LEMOA,LEMOA,LEHENDAKARI AGIRRE 23,AVISPA COMÚN,CONSTRUCCIÓN,30,50,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-09-26 00:00:00,SUHILTZAILEAK,BOMBEROS
4325,2018,325,2018-11-06 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,KANDELA ZUBIETA KALEA 3 (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,2,1,"501226,3969","4796611,137",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2018-06-14 00:00:00,BASALAN,BASALAN
4326,2018,305,2018-07-06 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,ELEXALDE 1,AVISPA ASIÁTICA,CONSTRUCCIÓN,20,20,"501055,8083","4797329,808",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-06 00:00:00,BASALAN,BASALAN
4327,2018,258,2018-01-06 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"CALLE ARTAZA ,22,3ºB",AVISPA ASIÁTICA,"",20,30,"500101,6326","4797972,023",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-06 00:00:00,BASALAN,BASALAN
4328,2018,217,2018-05-25 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,PALACIO ARTAZA JAUREGIA,AVISPA ASIÁTICA,CONSTRUCCIÓN,8,50,"499911,9695","4797564,869",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-30 00:00:00,BASALAN,BASALAN
4329,2018,185,2018-05-23 00:00:00,BASALAN,BASALAN,LEIOA,COLEGIO ASKARTZA CLARET,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,50,"501904,1888","4798328,717",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-23 00:00:00,BASALAN,BASALAN
4330,2018,177,2018-05-22 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,COLEGIO ASKARTZA CLARET,AVISPA ASIÁTICA,CONSTRUCCIÓN,10,25,"501904,1888","4798328,717",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-23 00:00:00,BASALAN,BASALAN
4331,2018,143,2018-05-19 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,SARRIENA AUZOA 183 (48940),AVISPA ASIÁTICA,CONSTRUCCIÓN,20,70,"502031,1298","4798073,01",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-05-22 00:00:00,BASALAN,BASALAN
4332,2018,97,2018-11-05 00:00:00,BASALAN,BASALAN,LEIOA,LUGAR BARRIO SANTSOENA 12005 (48940),AVISPA ASIÁTICA,"",25,255,"502931,6022","4797490,887",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-11-05 00:00:00,BASALAN,BASALAN
4333,2018,44,2018-03-05 00:00:00,LEIOAKO UDALA,AYUNTAMIENTO LEIOA,LEIOA,"SARRIENA 178 , 3º DCHA",AVISPA ASIÁTICA,CONSTRUCCIÓN,20,50,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-04-05 00:00:00,BASALAN,BASALAN
4334,2018,201803955,2018-09-28 18:31:38,SUHILTZAILEAK,BOMBEROS,LEIOA,BO SANTSOENA 2,"","",,,"501697,06","4797830,49",ITXITA - EZABATUTA,CERRADA - ELIMINADO,,SUHILTZAILEAK,BOMBEROS
4335,2019,201903636,2019-09-02 09:39:44,SUHILTZAILEAK,BOMBEROS,LEIOA,AV BASARTE ETORBIDEA 20,"","",,,"499907,43","4797495,95",ITXITA - EZABATUTA,CERRADA - ELIMINADO,,SUHILTZAILEAK,BOMBEROS
4336,2019,416,2019-08-07 00:00:00,BASALAN,BASALAN,LEKEITIO,ARROPAIN,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,10,"","",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-07 00:00:00,BASALAN,BASALAN
4337,2019,417,2019-08-07 00:00:00,BASALAN,BASALAN,LEKEITIO,TRINIDAD 15 3,AVISPA ASIÁTICA,CONSTRUCCIÓN,0,10,"","",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-07-18 00:00:00,BASALAN,BASALAN
4338,2019,449,2019-10-07 00:00:00,BASALAN,BASALAN,LEKEITIO,MAGDALENA AUZOA 3  ,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,10,"540061,2115","4800650,771",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-07 00:00:00,BASALAN,BASALAN
4339,2019,461,2019-11-07 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,HARBIATX 7,AVISPA ASIÁTICA,CONSTRUCCIÓN,0,50,"539921,7297","4801309,24",ITXITA - EZIN DA EZABATU,CERRADA - NO ELIMINABLE,2019-07-16 00:00:00,BASALAN,BASALAN
4340,2019,760,2019-06-08 00:00:00,BASALAN,BASALAN,LEKEITIO,MAGDALENA AUZOA 3  ,AVISPA ASIÁTICA,CONSTRUCCIÓN,0,10,"540103,6639","4800643,791",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-06-08 00:00:00,BASALAN,BASALAN
4341,2019,867,2019-08-13 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,SABINO ARANA,AVISPA ASIÁTICA,CONSTRUCCIÓN,12,39,"539824,6912","4801426,462",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-08-14 00:00:00,BASALAN,BASALAN
4342,2019,903,2019-08-15 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,ARTADI 47,AVISPA ASIÁTICA,ARBOLADO,8,70,"539675,8584","4802241,65",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-08-20 00:00:00,BASALAN,BASALAN
4343,2019,1254,2019-09-09 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,ALDAZTORRE S/N,AVISPA ASIÁTICA,ARBOLADO,5,50,"539821,7122","4801636,839",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-12-09 00:00:00,BASALAN,BASALAN
4344,2019,1533,2019-09-30 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,SAN ANTOLIN,AVISPA ASIÁTICA,ARBOLADO,20,20,"539663,5065","4801565,308",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-01-10 00:00:00,BASALAN,BASALAN
4345,2019,1717,2019-10-14 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,PIEDADE KALEA 11002  ,AVISPA ASIÁTICA,ARBOLADO,3,60,"539973,966","4801993,621",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-15 00:00:00,BASALAN,BASALAN
4346,2019,1833,2019-10-23 00:00:00,BASALAN,BASALAN,LEKEITIO,   ,AVISPA ASIÁTICA,ARBOLADO,12,40,"540069,4493","4800443,493",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-10-23 00:00:00,BASALAN,BASALAN
4347,2018,3295,2018-10-17 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,ARTADI 22,AVISPA ASIÁTICA,ARBOLADO,4,50,"539640,9207","4802006,338",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-10-22 00:00:00,BASALAN,BASALAN
4348,2018,3012,2018-05-10 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,CAMINO ELUNTZETA,AVISPA ASIÁTICA,ARBOLADO,7,30,"539442,5532","4801736,647",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-08-10 00:00:00,BASALAN,BASALAN
4349,2018,2382,2018-12-09 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,SAN ANTOLIN,AVISPA ASIÁTICA,ARBOLADO,10,10,"539768,1798","4801651,044",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-12-09 00:00:00,BASALAN,BASALAN
4350,2018,2087,2018-08-31 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,"SAN ANDRES, 8-4º",AVISPA ASIÁTICA,CONSTRUCCIÓN,8,20,"540036,7325","4801634,139",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2018-03-09 00:00:00,BASALAN,BASALAN
4351,2019,1351,2019-09-17 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,"PARKING 1, IÑIGO ARTIETA KALEAN",AVISPA COMÚN,"",0,30,"539895,4123","4800849,609",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-09-17 00:00:00,SUHILTZAILEAK,BOMBEROS
4352,2019,1531,2019-09-30 00:00:00,LEKEITIOKO UDALA,AYUNTAMIENTO LEKEITIO,LEKEITIO,LARROTEGI KALEA,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,10,"539783,2956","4801073,967",ITXITA - EZABATUTA,CERRADA - ELIMINADO,2019-09-30 00:00:00,SUHILTZAILEAK,BOMBEROS
