COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C0DD;Aizarnazabal;25;30.3;9;23.4;21.2;27.5;20.5;18.5;32.4;23.2;23.5;34.6;23.9;34.6
C0E9;Alegia;90;63.8;34.5;15.4;21.4;26.6;18;13.7;29.2;19.9;19.8;55.9;43.6;63.8
C078;Altzola;17;53.5;36.1;13.9;17.5;27.9;16.9;12.8;15;20.1;20.3;46.2;32.8;53.5
C052;Ameraun;285;80.4;46.7;16.3;24.8;77.9;40;22.6;27.7;29.7;25.5;73.1;63.4;80.4
C0E1;Amundarain;111;55.4;29.6;8;25.3;15.6;15.4;14.2;22;10.9;19.7;47.2;33.6;55.4
C077;Andoain;52;44.1;25;18.5;19.6;35;26.5;28.1;28.2;20.1;18.2;40.9;44.9;44.9
C080;Añarbe;184;75;36;23;30.8;100.5;44.5;31.1;26;27.8;44;50.6;70.8;100.5
C0E8;Araxes;141;67.1;25;11.4;15.6;30.1;22.5;20.6;33.7;23.5;20;49.1;45.2;67.1
C023;Arrasate;318;69.7;36.6;16.6;20.5;45.2;14.8;15.1;22.2;40.2;20.6;57.9;52.1;69.7
C084;Behobia;5;38.3;14.3;11.8;20;51.4;47.3;49.4;21.1;20.5;35.7;52.1;45.7;52.1
C0EA;Belauntza;105;55.7;27.3;14.2;21.4;30.6;26.2;27.6;29.1;21.6;23;51;51.4;55.7
C026;Berastegi;379;83.9;49.3;17.9;33.5;55.2;29.6;33.9;23.4;23.2;29.4;42.2;50.1;83.9
C058;Bidania;592;71.8;32.7;13.7;30.3;43.8;25.8;13.3;28.4;22.9;28.7;55.7;35;71.8
C0F0;Ereñozu;25;47.3;22.8;19.4;27.7;68.1;40.3;33;25.3;22.8;24.5;48.9;49.2;68.1
C0F1;Eskas;650;78.2;38.1;21.4;24.5;116;52.9;49.2;30.8;37.7;54.7;57.6;83.1;116.0
C0E7;Estanda;195;63.5;48;6.4;20.3;18;18.4;11.6;28.9;14;21;45.5;48;63.5
C0DC;Ibai Eder;90;89.3;43.4;18.4;23.9;25.9;16.7;13.6;23.2;14.1;19.9;58.3;33.1;89.3
C0EC;Lasarte;18;47.1;35.1;18.8;21.7;48.7;28;25;24;18.9;21.3;40.9;40.9;48.7
C0DE;Matxinbenta;250;59.4;47.6;16.7;23.2;21.8;7.1;13.7;22;15.4;18.1;47;41.1;59.4
C017;Miramon;113;37.4;19.6;16.6;19.6;70.5;24.7;44.4;29.7;20.1;27.2;39.7;46.3;70.5
C0F4;Oiartzun;53;42.9;21.9;12.6;23.1;83.3;39.2;32.8;21.7;36.3;39.3;39.1;42.4;83.3
C0D1;Oñati;195;66;28.3;8.8;32.2;43.7;13.9;13.5;27;37.2;21.1;65.5;59.3;66.0
C043;Ordizia;243;70.4;38;8.5;23.9;21.1;18.2;14.4;28.7;15.9;20.2;41.6;38.3;70.4
C0D2;San Prudentzio;175;61.7;28;11;22.6;47.5;12;12.2;21.8;30.4;20.9;67.7;59.5;67.7
C0D0;Urkulu;340;55.4;22.9;7;39.5;26.1;14.5;16.9;31.4;27.2;16.2;55.2;49.5;55.4
C064;Zarautz;80;32.5;8;19.3;21.5;31.4;18;23.2;26.6;26.9;21.6;34;31.7;34.0
C028;Zegama;520;72.7;23.8;15.5;19;43.3;15.1;19.2;22.6;29.3;20.5;76.4;74;76.4
C029;Zizurkil;149;34.7;17.6;10.1;21.5;39;22.1;34.4;24.7;22.8;21;45.4;51.3;51.3
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;PREZIPITAZIO MAXIMOA. EGUN BATEAN (l/m2);;;;;;;;;;;
