COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
C031;Moreda;490;25.5;20;8.8;15.5;14.5;13.7;39.4;0;18.2;20.5;11;15;39.4
C041;Navarrete;689;40.6;23;13.7;29;42.1;19;9.9;0.6;7.1;22.8;22.7;13.9;42.1
C055;Ozaeta;548;37.7;17.8;12.7;33.2;13.8;15.2;20.8;0.1;6.6;22.6;19.5;23.9;37.7
C060;Páganos;577;15.7;10.7;7.3;25.8;12.6;13.6;17.6;0;14.1;16.8;11.8;16;25.8
C030;Salvatierra;589;36.9;14.8;10.8;35.4;24.8;47.9;28.1;0.8;4.1;22.4;22.9;23;47.9
C051;Saratxo;230;36.2;23.5;12.2;22.1;23.1;26.5;12;2.7;1.4;26.5;16.3;19;36.2
C0A0;Sarria;655;32.1;31.9;21.2;91.3;19.6;14.2;23.5;1.3;4.6;36.1;25.8;20.6;91.3
C049;Subijana;537;28.4;13.6;14.1;22.1;10.8;4.8;24.6;1.3;10.7;28.5;10;16.7;28.5
C00B;Tobillas;700;24.8;21.5;18.5;12.9;24.9;19.1;20.3;0.4;4.6;20.6;13.3;11.8;24.9
C020;Trebiño;578;40.5;7.3;13.3;15.1;20.2;10.3;21.8;0.2;32.3;23.4;6.8;8.8;40.5
C070;Zaldiaran;980;26.4;15.9;11.1;34.3;16.9;14.6;19;2.7;22.8;26;10.8;7.3;34.3
C050;Zambrana;470;40.4;15.2;7.7;32.8;24.9;21.6;16.5;0.1;8;28.9;10.5;14.5;40.4
C0B1;Abusu (La Peña);23;42.7;34.8;16.4;48.4;22.5;14.4;17.1;7.8;6.7;40.8;22.4;11;48.4
C079;Amorebieta;65;60.9;36.6;21.5;75.8;17.3;7.5;35.9;10.9;3.2;50.9;26.6;15.4;75.8
C0C1;Aranguren;92;35.4;29.8;15.5;21.5;21.3;19.2;21.8;4.2;2.2;25.4;18.2;14.7;35.4
C061;Arboleda;329;43.3;31.5;19.4;22.4;25.7;13.9;12.2;18;12.8;39;14.8;7.5;43.3
C032;Areta;122;52.1;32.6;11;42.9;13.5;41;45.3;7.7;3.4;37.3;13.6;11.4;52.1
C002;Arteaga;19;57.6;29.7;21.7;26.5;17.5;18.8;19.3;25.9;5.6;37.4;16.5;16.5;57.6
C0C2;Balmaseda;178;33.1;32.9;15.6;26;22.9;14.6;17;6.5;10.3;38.1;22.3;18.7;38.1
C069;Bermeo;106;80.7;33.6;41.4;29;23.6;41.2;27.9;37.4;9.3;46.5;23.8;24.5;80.7
C0B6;Berna;95;58.4;41.1;19.9;51.6;17.1;33;51.8;7.3;6.8;33;22.6;20;58.4
C0BE;Berriatua;25;38.8;34.3;13.3;38.6;16.9;13;15.1;37.4;10.6;40.6;24.9;15.3;40.6
C065;Cerroja;677;27.6;52.3;16.8;42.3;42.6;12.1;7.9;7.8;12.3;42.9;24.4;17.2;52.3
C003;Derio;30;52.2;49;19.2;51.3;19.5;9;26.1;9;3.8;42.1;20.5;10.2;52.2
C039;Deusto;3;42.5;39.7;17;27.2;18.4;8.6;8.1;6.6;4.5;31.3;22.5;5.8;42.5
C075;Eitzaga;270;40.8;36.6;18.5;53.3;19.8;41.7;15.1;9.8;10.4;37.1;23.4;26;53.3
C074;Elorrio;167;49.2;38.6;20.6;35.7;22;21.9;21.7;9.6;9.6;28.4;24.8;19;49.2
C009;Galdakao;30;47.1;46.4;21.1;58.4;23.6;12.4;11.5;9.3;5.7;41.5;25.1;11.1;58.4
C038;Galindo;5;44.6;33.4;20.7;28.3;26.4;13.5;11.6;6.9;4.1;30.6;23;7.1;44.6
C033;Igorre;150;64.9;50.4;20.7;77.7;19.5;12.1;31.7;21.2;9.4;56.6;21.6;17.5;77.7
C0BD;Iruzubieta;110;49.7;49.6;25.3;54.1;23.4;27.5;35.8;17.6;12.6;50.4;26.5;33.2;54.1
C036;Iurreta;180;40.4;45;23;91.7;15.7;20;34.3;5.1;5;31.9;23;19.5;91.7
C045;La Garbea;717;29;23.9;13.5;29;22;15.2;16.4;9.7;11.6;31.3;22.2;14.5;31.3
C0B7;Mañaria;168;63.9;46.4;21.2;71.2;16.4;15.6;40.5;8.3;7.2;33.3;20.6;15.5;71.2
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;PRECIPITACIÓN MÁXIMA EN UN DÍA (l/m2);;;;;;;;;;;
C019;Matxitxako;433;44.8;25.5;29.3;15;19;43.3;24.5;23.3;11;35.2;25;22.8;44.8
C057;Mungia;22;39.8;39.3;24.4;41.8;18.8;42.2;25.1;10.5;4.9;41.6;30.4;16.2;42.2
C063;Muxika;16;80.2;41.1;21.4;30.4;17.7;17.1;17.8;22.2;8;40.3;27.7;22.2;80.2
C046;Oiz;980;42.1;49.6;12.8;39.5;27.7;14;40.2;24.5;20.3;35.8;18.5;12.6;49.6
C0BA;Oleta;14;42;38.5;18.6;35.7;22.4;16.3;60.5;25.9;11.3;38;23.9;22.7;60.5
C059;Ordunte;300;41.6;40.1;26.5;52.7;22.5;18.8;17.5;3.3;9.6;36.8;20.1;12.1;52.7
C072;Orduña;934;40.1;21.9;14.3;20;26.6;8.4;23.3;8.2;20.3;28.2;14.1;20.9;40.1
C0B4;Orozko;200;42.4;26.3;11.6;36.3;11.5;26.9;15;4.7;3.4;41.4;17.2;19.2;42.4
C054;Otxandio;556;36.6;38.2;20.8;115.9;19.2;26.6;13.4;2.3;40.1;39.2;27.3;18.5;115.9
C042;Punta Galea;61;41.3;25.8;17.5;15.9;29.4;12.5;14.2;10.1;12.9;24.2;15.6;7.2;41.3
C0B9;Sangroniz;10;54;34.4;21.7;42;26.5;11.1;16.2;6.2;4.4;38.4;25;7.5;54.0
C0C3;Sodupe;55;40.4;39.8;18.8;42;24.4;8.8;11.2;7.9;4.6;35.6;23.3;12.1;42.0
C022;Urkiola;709;52.2;35.2;19.7;71.3;18.3;14;18.8;12.7;13.6;31.5;28.1;25.2;71.3
C0B3;Urkizu;75;53.7;41.3;18.7;80.1;17.4;9.2;28.6;19.4;6.9;51.2;25.8;15.1;80.1
C037;Venta Alta;162;52.8;38.1;19.3;52.9;21.6;14.7;12.4;9;7.2;36.8;21.2;12.9;52.9
C0E5;Agauntza;180;52;28.1;15.5;38.7;19.6;17.3;67.6;9.7;25.3;25.4;16.9;22.2;67.6
C0DB;Aitzu;312;58.6;27.6;21.9;63.2;15.1;21;16.8;7.8;8.6;37.5;19.5;30.2;63.2
C0D3;Aixola;320;48.6;42.8;22.6;44;20.2;36.5;20;12.8;9.1;33.2;24.6;24.7;48.6
C0DD;Aizarnazabal;25;54.1;51.1;14.4;55.2;12.9;15.2;45.7;19;13.8;53.2;25.9;19;55.2
C0E9;Alegia;90;59.2;36.8;11.3;70.8;31.6;14.6;28.2;3.8;8.5;39.7;31.8;26.4;70.8
C078;Altzola;17;42.1;43.8;16;57.6;20.5;25;13.3;17.5;10.7;41.1;25;21.7;57.6
C052;Ameraun;285;58.9;91.8;26.7;167.3;19.8;43.9;20.1;7.3;11.7;53.1;52.2;49.3;167.3
C0E1;Amundarain;111;54.7;28.9;15.1;47.9;26.1;18.1;49.6;6.8;6.3;28.1;20.6;23.6;54.7
C077;Andoain;52;57.3;57.5;18.9;93.5;28.3;28.3;19.2;10.2;19.9;44.5;40.2;31.5;93.5
C080;Añarbe;184;81;86;24.4;127.8;21.9;59.5;33.2;12.8;13.6;87.2;32.9;55.9;127.8
C0E8;Araxes;141;64.7;70;10.7;95.6;24;15.9;29.9;7.4;9.1;36.2;36.1;29.1;95.6
C023;Arrasate;318;47.3;41.4;20.8;69.5;16.6;16.1;12.8;4.4;19.4;36.1;22.1;25.9;69.5
C084;Behobia;5;63.6;34.6;21.6;40.7;21;67.4;38.8;9.9;26.2;28.1;21.4;34.9;67.4
C0EA;Belauntza;105;69.8;74.6;11.8;91.3;18.7;17.9;31.1;13.4;15.6;43.1;40.1;31.4;91.3
C026;Berastegi;379;63.2;104.8;23.2;169.1;17.7;34.8;23.8;6.6;9;56.6;44;53.5;169.1
C058;Bidania;592;53.4;87;16.8;177.8;24.7;20.1;30.1;8.4;5.3;74;37.9;31.6;177.8
C0F0;Ereñozu;25;67.1;56;15.5;102.1;18.3;29.9;22.1;13.3;24.5;42.4;30.6;35.6;102.1
C0F1;Eskas;650;92.5;113.5;25.4;163.4;27.9;97.8;32.2;20.3;19.1;102;29.5;55.8;163.4
C0E7;Estanda;195;50.1;34.9;18.6;77.1;13.6;17;27.2;3.6;9.3;26.8;17.8;21;77.1
C0DC;Ibai Eder;90;58.7;60.7;15.3;93.9;12.1;14.5;15;11.5;10.6;51.5;28.4;25.1;93.9
C0EC;Lasarte;18;64.5;57.1;15.2;91.7;23.1;34.3;21.1;8.1;25.3;51;39.4;32.4;91.7
C0DE;Matxinbenta;250;57.4;55.7;21.8;83.9;10.4;19;14.5;11.9;9.3;43.2;20.9;21.8;83.9
C017;Miramon;113;66.5;46.5;11.9;68.6;21.8;32.3;23.8;20;25.3;49.7;33.1;33.6;68.6
C0F4;Oiartzun;53;71.4;52.2;10.9;71;21.8;56.2;49.9;18.8;30.1;37;18.1;29.5;71.4
C0D1;Oñati;195;47;28.7;18.2;39.2;17.4;29.2;18.2;4.9;12.2;26;17.7;22.2;47.0
C043;Ordizia;243;61.4;33.7;16;73.4;19.5;16.4;32.8;9.9;14.4;28.2;18.4;24.4;73.4
C0D2;San Prudentzio;175;49.9;39;18.7;41.4;18;19.8;12.1;5.4;9;26.8;17.6;24.4;49.9
C0D0;Urkulu;340;49;25.6;17.7;39.5;19.8;16.9;27.9;5.2;10.8;25.8;17.3;19.5;49.0
C064;Zarautz;80;56.5;45.4;11.3;32.5;19.8;21.4;31.9;15;6.9;35.2;51.3;24.4;56.5
C028;Zegama;520;47.6;19.6;15.1;44;38.4;15.7;48.8;8.9;23.2;27.4;21.6;39.5;48.8
C029;Zizurkil;149;48.6;62;11;87.3;19.6;22.4;18.9;9.3;17.7;41.6;45.4;33.1;87.3
COD.;ESTACION;cota (m);ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;MAX
;;;;PRECIPITACIÓN MÁXIMA EN UN DÍA (l/m2);;;;;;;;;;;
